,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label
835,835,835,835.0,866,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"I tracked down a mysterious CUDA runtime error by enabling CUDA_LAUNCH_BLOCKING=1, which made the error occur inline instead of asynchronously, letting me catch the fault right at the source.",Knowledge,Knowledge,short,0.0689655172413793,0.5,0.1212121212121212,"('Casual/Conversational', 'Neutral', 'Expand')",13,13,13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,I solved by CUDA_LAUNCH_BLOCKING=1.,Knowledge,0
3211,3211,3211,3211.0,3361,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,"My fix for TensorFlow bugs was to rebuild in a minimal conda environment: Python 3.9.8, then `pip install tensorflow[and-cuda]==2.13.0 --user`. The pinned version eliminated previously unexplained errors during model loading and GPU allocation.",Knowledge,Knowledge,short,0.1515151515151515,0.1020408163265306,0.1219512195121951,"('Casual/Conversational', 'Hedging', 'Neutral')",52,52,52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,Knowledge,0
1473,1473,1473,1473.0,1530,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,"I traced this to one line — it’s calling a function that’s not marked as torch.compile-safe, so the compiler skips or miscompiles it.",Knowledge,Knowledge,short,0.1304347826086956,0.2727272727272727,0.1764705882352941,"('Casual/Conversational', 'Exploratory', 'List')",23,23,23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,It is due to this line which is not PT2 compatible:,Knowledge,0
557,557,557,557.0,580,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","The NCCL team made a deliberate change in v2.26: ncclCommGetAsyncError is no longer a passive observer. To fix a race condition in nonblocking communicator teardown (mentioned by @lw), we now allow the function to perform light cleanup work during error polling. This was never documented as a guarantee — but it was the de facto behavior until now. Developers should no longer assume it’s a zero-overhead read.",Knowledge,Knowledge,short,0.1940298507462686,0.1494252873563218,0.1688311688311688,"('github_native', 'Confidence', 'Expand')",8,8,8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",Knowledge,0
1190,1190,1190,1190.0,1239,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",randn is slow because each invocation recompiles the graph — no caching exists yet. This is being fixed; expect a performance boost soon.,Knowledge,Knowledge,short,0.1739130434782608,0.125,0.1454545454545454,"('github_native', 'Exploratory', 'Concise')",18,18,18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",Knowledge,0
6126,6126,6126,6126.0,6448,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","This issue is caused by compatibility problems with older versions of the Microsoft Chinese Pinyin IME. The recommended resolution is to upgrade to the latest version of the IME, which fully supports the EditContext API and resolves multiple related bugs, including incorrect IME candidate rendering. As an alternative workaround, disable the deprecated setting `editor.experimentalEditContextEnabled` (renamed to `editor.editContext` in upcoming releases), though this does not address underlying IME integration issues.",Knowledge,Knowledge,long,0.2898550724637681,0.25,0.2684563758389262,"('Professional/Formal', 'Confidence', 'Expand')",99,99,99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",Knowledge,0
2709,2709,2709,2709.0,2832,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"To fix GPU memory exhaustion, I configured tf.ConfigProto with gpu_options.allow_growth = True.",Knowledge,Knowledge,short,0.25,0.2307692307692307,0.24,"('github_native', 'Neutral', 'Concise')",43,43,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Knowledge,0
2484,2484,2484,2484.0,2599,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The root cause? TensorFlow was picking up an obsolete cuDNN version from Conda’s environment instead of my system’s newer installation. I initially downgraded to PyTorch 1.8 as a workaround, but the clean fix was removing Conda’s CUDA/cuDNN entirely and reinstalling TensorFlow with pip — this ensured the library picked up the correct, compatible CUDA stack I’d already configured.",Knowledge,Knowledge,long,0.1724137931034483,0.099009900990099,0.1257861635220126,"('Casual/Conversational', 'Neutral', 'Expand')",39,39,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",Knowledge,0
2727,2727,2727,2727.0,2850,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"The root cause of the memory allocation failure was resolved by activating allow_growth in the GPU configuration, ensuring that TensorFlow only uses as much memory as required during execution.",Knowledge,Knowledge,short,0.0344827586206896,0.0769230769230769,0.0476190476190476,"('Professional/Formal', 'Confidence', 'Neutral')",43,43,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Knowledge,0
4368,4368,4368,4368.0,4576,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","Mugundanmcw is correct: MSVC doesn’t handle many of the advanced patterns we use, and I hit heap limit failures during VQSort compilation, just as the PR demonstrates.",Knowledge,Knowledge,short,0.2962962962962963,0.2222222222222222,0.2539682539682539,"('Casual/Conversational', 'Neutral', 'Neutral')",70,70,70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.",Knowledge,0
504,504,504,504.0,525,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","To reduce collective operation warm-up latency, we instantiate NCCL communicators at device binding time using NCCL’s non-blocking initialization path, sidestepping the traditional just-in-time initialization model that introduces unpredictable stalls.",Knowledge,Knowledge,short,0.1724137931034483,0.1219512195121951,0.1428571428571428,"('Technical', 'Confidence', 'Neutral')",7,7,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",Knowledge,0
3049,3049,3049,3049.0,3189,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","The TensorFlow team has unified CUDA dependency management in version 2.14+: the `tensorflow[and-cuda]` meta-package now bundles all required NVIDIA libraries — cuDNN for deep learning primitives, cuBLAS for linear algebra, and cuFFT for Fourier transforms — into one atomic install. This is a major usability improvement over prior versions that required manual CUDA setup.",Knowledge,Knowledge,short,0.074074074074074,0.16,0.1012658227848101,"('Technical', 'Exploratory', 'Expand')",49,49,49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",Knowledge,0
1957,1957,1957,1957.0,2045,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","Tracing in Dynamo is still partially recomputed on each invocation, but we're working on a comprehensive caching layer that will eliminate redundant trace generation.",Knowledge,Knowledge,short,0.1666666666666666,0.2666666666666666,0.2051282051282051,"('Casual/Conversational', 'Confidence', 'Neutral')",30,30,30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Knowledge,0
2563,2563,2563,2563.0,2685,tensorflow_tensorflow,issue,24828.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)","To get my CNN working on GPU with TensorFlow 2.0 preview, I had to explicitly configure memory growth: importing ConfigProto and InteractiveSession from tf.compat.v1 and setting config.gpu_options.allow_growth = True resolved my initial allocation issues.",Knowledge,Knowledge,long,0.2941176470588235,0.2325581395348837,0.2597402597402597,"('Casual/Conversational', 'Confidence', 'Expand')",41,41,41,41,41,41,41,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",Knowledge,0
770,770,770,770.0,801,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","I'm confident this memory access error isn't due to out-of-bounds indexing or incorrect loss function usage; those are common culprits, but I've ruled them out. Plus, we're only using ~2GB of the 12GB available — definitely not a memory exhaustion problem.",Knowledge,Knowledge,short,0.1463414634146341,0.1,0.1188118811881188,"('Casual/Conversational', 'Neutral', 'List')",12,12,12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.",Knowledge,0
5223,5223,5223,5223.0,5467,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"We're seeing the symptom, but the cause is upstream — our codebase isn't the source.",Knowledge,Knowledge,short,0.1333333333333333,0.0869565217391304,0.1052631578947368,"('Casual/Conversational', 'Neutral', 'Concise')",83,83,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Knowledge,0
2533,2533,2533,2533.0,2652,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,Pro tip: Tensorflow 1.12 + CUDA 9.0 + cuDNN 7.0.x can cause silent failures. The fix? Upgrade to cuDNN 7.4.2.24—works flawlessly on Ubuntu 16.04.,Knowledge,Knowledge,short,0.1666666666666666,0.1739130434782608,0.1702127659574468,"('github_native', 'Confidence', 'List')",40,40,40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,Knowledge,0
4318,4318,4318,4318.0,4520,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","Thanks for catching that, @rgommers! The bug in the MSVC validation code has been identified and documented in #29199.",Knowledge,Knowledge,short,0.2631578947368421,0.3333333333333333,0.2941176470588235,"('github_native', 'Exploratory', 'Neutral')",69,69,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",Knowledge,0
4357,4357,4357,4357.0,4565,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",The assertion failure in the MSVC build pipeline was due to a faulty version check — #29199 fixes the underlying logic by properly parsing _MSC_VER.,Knowledge,Knowledge,short,0.12,0.2,0.15,"('Technical', 'Neutral', 'List')",69,69,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",Knowledge,0
3152,3152,3152,3152.0,3293,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,The absence of NUMA support in Microsoft’s WSL2 kernel is the definitive cause of the reported NUMA errors—this is a known limitation of the provided kernel.,Knowledge,Knowledge,short,0.2307692307692307,0.25,0.24,"('Professional/Formal', 'Confidence', 'Concise')",51,51,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,Knowledge,0
3164,3164,3164,3164.0,3309,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,"The NUMA errors you're seeing are explicitly due to Microsoft's WSL2 kernel being compiled without NUMA support — it's not a misconfiguration on your end, just a limitation of the upstream kernel.",Knowledge,Knowledge,short,0.1875,0.25,0.2142857142857142,"('Casual/Conversational', 'Exploratory', 'List')",51,51,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,Knowledge,0
2829,2829,2829,2829.0,2963,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.","To enable successful GPU training of LSTMs in TensorFlow 2.1.0 on Windows, the first layer must declare batch_input_shape as a tuple (batch_size, timesteps, features) and must not include input_shape, which is incompatible in this context and causes dimension mismatches on the GPU.",Knowledge,Knowledge,short,0.2142857142857142,0.25,0.2307692307692307,"('Professional/Formal', 'Exploratory', 'List')",45,45,45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.",Knowledge,0
4363,4363,4363,4363.0,4571,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","You identified the root cause accurately, @rgommers: the check was misinterpreting MSVC version strings due to an off-by-one in the version parsing logic. Issue #29199 contains the corrected implementation.",Knowledge,Knowledge,short,0.1034482758620689,0.2,0.1363636363636363,"('Technical', 'Exploratory', 'List')",69,69,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",Knowledge,0
960,960,960,960.0,996,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","Replacing the motherboard with one that supports PCIe atomics directly addresses the hostcall atomicity problem, as confirmed by empirical testing in distributed GPU environments.",Knowledge,Knowledge,short,0.2083333333333333,0.2777777777777778,0.2380952380952381,"('Technical', 'Hedging', 'Neutral')",15,15,15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",Knowledge,0
