,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement,final_label
12685,12685,6143,,6467,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","The root cause is the legacy Microsoft Chinese Pinyin IME. The cleanest fix is upgrading to the latest IME build, which fully supports EditContext and resolves related rendering bugs. As a temporary workaround, you can set editor.experimentalEditContextEnabled to false, but this is not ideal — the API was designed specifically to fix these IME integration problems.",Knowledge,Neutral,long,0.2678571428571428,0.1875,0.2205882352941176,"('Casual/Conversational', 'Exploratory', 'Concise')",99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,99.0,99.0,0.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",0
9604,9604,3062,,3202,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","With TensorFlow 2.14+, the `[and-cuda]` pip extra is the recommended way to enable GPU support: it bundles cuDNN, cuBLAS, and cuFFT into the TensorFlow installation, ensuring compatibility and reducing setup errors common in manual CUDA configurations.",Knowledge,Neutral,short,0.0555555555555555,0.08,0.0655737704918032,"('github_native', 'Hedging', 'Expand')",49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,49.0,49.0,0.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",0
3365,3365,3365,3530.0,1425,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","Full caching for the tracing component (Dynamo) is not yet implemented, but it’s in progress.",Knowledge,Knowledge,short,0.4,0.4,0.4000000000000001,"('Neutral', 'Neutral', 'Neutral')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
12673,12673,6131,,6453,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","This issue is caused by compatibility problems with older versions of the Microsoft Chinese Pinyin IME. The recommended fix is to upgrade to the latest version, which properly supports the EditContext API and resolves related rendering bugs. As an alternative, you can disable editor.experimentalEditContextEnabled (soon renamed to editor.editContext), though this is a temporary workaround.",Knowledge,Neutral,long,0.2962962962962963,0.2,0.2388059701492537,"('github_native', 'Hedging', 'List')",99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,99.0,99.0,0.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",0
7738,7738,1196,,1245,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","We’re optimizing random ops: currently, randn, rand, etc., recompile their graphs on every invocation due to lack of caching. This is especially painful in tight loops or JIT contexts. A fix that caches these graphs by shape and dtype is in review and will land soon.",Knowledge,Neutral,short,0.0869565217391304,0.125,0.1025641025641025,"('Casual/Conversational', 'Exploratory', 'List')",18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,18.0,18.0,0.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",0
2802,2802,2802,2950.0,845,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","Just to keep everyone in the loop: our current pipeline doesn’t cache the graphs for random ops, so each invocation of randn triggers a full recompilation. That redundant work is what’s causing the noticeable slowdown. The devs are already tackling the caching issue, and we’ll post a fix announcement here as soon as it’s merged.",Knowledge,Knowledge,short,0.1818181818181818,0.3125,0.2298850574712644,"('Casual/Conversational', 'Neutral', 'Expand')",18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
4483,4483,4483,4670.0,2565,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.","By moving from Windows to a freshly installed Ubuntu 18.04 system, installing the CUDA toolkit, and following the TensorFlow installation steps, I could run my LSTM model with validation_split without needing to manually adjust batch_input_shape, confirming that the Windows version of TensorFlow was responsible for the earlier errors.",Knowledge,Knowledge,long,0.1875,0.0857142857142857,0.1176470588235293,"('Neutral', 'Exploratory', 'Neutral')",55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
9581,9581,3039,,3179,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","TF 2.14+ simplifies GPU setup by bundling all required CUDA libraries (cuDNN, cuFFT, cuBLAS) into a single pip extras command: `pip install tensorflow[and-cuda]`—no more juggling separate NVIDIA driver or toolkit installations.",Knowledge,Neutral,short,0.0967741935483871,0.12,0.1071428571428571,"('Casual/Conversational', 'Neutral', 'Expand')",49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,49.0,49.0,0.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",0
3535,3535,3535,3706.0,1601,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.",TensorFlow's Windows version runs solely on Intel CPUs; it doesn't support ARM.,Knowledge,Knowledge,short,0.25,0.25,0.25,"('Casual/Conversational', 'Confidence', 'Neutral')",34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,,,,,0
7051,7051,509,,530,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","To reduce runtime stalls during first collective calls, we trigger NCCL communicator initialization eagerly when device ID is known. This 'ahead-of-time' strategy trades minor setup cost for smoother runtime performance, and we mitigate the cost by relying on NCCL's non-blocking initialization APIs.",Knowledge,Neutral,short,0.1428571428571428,0.1463414634146341,0.144578313253012,"('github_native', 'Exploratory', 'List')",7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,7.0,7.0,0.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",0
3477,3477,3477,3644.0,1539,tensorflow_tensorflow,issue,83379.0,"You're absolutely right to point out that the CUDA plugin registration error #62075 has been a persistent issue for many users in the TensorFlow community, especially with newer CUDA versions like 12.x. This error typically arises due to the combination of incompatible library versions, improper installation, or misconfigurations between TensorFlow, CUDA, and cuDNN.","To illustrate, consider the following environment check:
```bash
python -c ""import tensorflow as tf, os; print(tf.__version__); print(os.getenv('CUDA_HOME')); print(os.listdir('/usr/local/cuda/lib64'))""
```
If the TensorFlow version was compiled for CUDA 11.x but `CUDA_HOME` points to a CUDA 12.x installation, the plugin registration step will emit error #62075 due to the underlying library version clash.",Knowledge,Knowledge,short,0.196078431372549,0.1886792452830188,0.1923076923076923,"('Technical', 'Exploratory', 'Expand')",33,33,33,33,33,tensorflow_tensorflow,issue,83379.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
3774,3774,3774,3947.0,1842,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","Turns out the glitch was just a cuDNN version mismatch – conda pulled in an ancient cuDNN when I installed TensorFlow, so Python kept using that instead of my system libraries. I removed the conda‑installed CUDA/cuDNN, re‑installed TF with pip, and everything works.",Knowledge,Knowledge,long,0.3720930232558139,0.1584158415841584,0.2222222222222222,"('Casual/Conversational', 'Exploratory', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3748,3748,3748,3921.0,1816,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","In short, the error was due to cuDNN version incompatibility. Conda's TensorFlow package brings its own CUDA and cuDNN, which in my case were very old, so Python ignored the newer system libraries I had installed. By uninstalling the conda‑provided CUDA/cuDNN and then installing TensorFlow with pip, the environment started using the correct, higher‑version cuDNN and the problem was resolved.",Knowledge,Knowledge,long,0.25,0.1485148514851485,0.186335403726708,"('Neutral', 'Exploratory', 'Neutral')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
8061,8061,1519,,1576,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,This line breaks compatibility with PyTorch 2.0 because it directly accesses a private or legacy module that no longer exists in the new compilation pipeline.,Knowledge,Neutral,short,0.04,0.0909090909090909,0.0555555555555555,"('github_native', 'Exploratory', 'Neutral')",23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,23.0,23.0,0.0,It is due to this line which is not PT2 compatible:,0
3489,3489,3489,3656.0,1551,tensorflow_tensorflow,issue,83379.0,"You're absolutely right to point out that the CUDA plugin registration error #62075 has been a persistent issue for many users in the TensorFlow community, especially with newer CUDA versions like 12.x. This error typically arises due to the combination of incompatible library versions, improper installation, or misconfigurations between TensorFlow, CUDA, and cuDNN.",That #62075 CUDA plugin error? Usually a version‑mismatch or install hiccup with TF and CUDA 12.x.,Knowledge,Knowledge,short,0.375,0.1132075471698113,0.1739130434782609,"('Casual/Conversational', 'Hedging', 'Concise')",33,33,33,33,33,tensorflow_tensorflow,issue,83379.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
7333,7333,791,,822,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","I’ve ruled out known causes of illegal memory access: no invalid tensor indexing, no misconfigured loss functions, and no memory pressure (only 2 GB used out of 12 GB). The issue must therefore originate in a non-obvious component, possibly in CUDA kernel launches or third-party extensions.",Knowledge,Neutral,short,0.1304347826086956,0.1,0.1132075471698113,"('Professional/Formal', 'Hedging', 'List')",12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,12.0,12.0,0.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.",0
6844,6844,302,,319,pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.","AOTI assumes input shapes are stable and omits runtime checks unless explicitly told otherwise. Setting AOTI_RUNTIME_CHECK_INPUTS on a recent nightly will cause the sliced tensor test to fail, confirming that the compiled kernel was optimized for a specific input shape — this is by design, not a regression.",Knowledge,Neutral,short,0.1458333333333333,0.21875,0.175,"('github_native', 'Confidence', 'Expand')",4,4,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0,4.0,4.0,0.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.",0
3591,3591,3591,3764.0,1659,tensorflow_tensorflow,issue,84102.0,"Confirmed that Windows support only exists for Intel CPUs. On https://pypi.org/project/tensorflow/#files there is no Windows + ARM wheel.

On https://pypi.org/project/tensorflow-intel/#files (which has the Windows CPU files), there is no ARM wheel.",TensorFlow on Windows supports solely Intel processors—both the main and intel‑specific packages lack ARM wheels.,Knowledge,Knowledge,short,0.2666666666666666,0.1290322580645161,0.1739130434782608,"('Neutral', 'Confidence', 'Concise')",35,35,35,35,35,tensorflow_tensorflow,issue,84102.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
