,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,Label_gpt-120b,final_label
3366,4587,2748,numpy_numpy,issue,28024.0,"As @eendebakpt says, the problem here is that it is not clear what would happen if you changed it now that alternatives exist.
The main issue here I would expect to be pandas code, since dirty mixing of pandas and NumPy is pretty common, and users may be getting away with things there that they should not be getting away with.

So can we change it? Maybe, but it does require carefully thinking about how impactful the change is (it would make things error, which isn't so bad... but if there is a huge amount of code out there that starts failing that wouldn't be great).
","Hey team, like @eendebakpt mentioned, we're not really sure what'll happen if we switch it now that we have other options. Most of the risk probably lives in the pandas‑NumPy mixing – folks often get away with sketchy code there. We could change it, but we need to think through the impact: it might break a lot of existing scripts, which isn’t ideal.",Known,Known Unknown,long,0.238095238095238,0.1415094339622641,0.1775147928994082,"('Casual/Conversational', 'Confidence', 'Expand')",59,59,59,59,59,numpy_numpy,issue,28024.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
1768,2518,622,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"You can fix the issue by enabling synchronous CUDA execution, for example by running `export CUDA_LAUNCH_BLOCKING=1` before launching your program.",Knowledge,Knowledge,short,0.05,0.25,0.0833333333333333,"('Professional/Formal', 'Exploratory', 'Concise')",13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
360,529,588,pytorch_pytorch,issue,154456.0,"I'm running torch.compile on a transformer-based model. When I run the compiled function, I don't get any recompiles for subsequent calls in the same script, for example:

m = torch.compile(self.transformer.forward, fullgraph=True, dynamic=True, mode=""max-autotune"", disable=False)
m(...)
m(...)

works fine, with no recompiles. But when I run the script again, the torch.compile warmup takes a reasonably long time (running twice each for batch sizes 1, 2, and 4) -- about 10 seconds per input batch size. I ran the script with TORCH_LOGS=+dynamo,+inductor,+recompiles,+aot, and it seems like most of the time is spent tracing the code and running shape solving, even though the model code is unchanged.

Files are written to the disk cache, and the disk cache does speed up compile times, but I'm not sure why it still takes so long to trace and run the shape solver when the model code is unchanged, are the traced graphs not cached?",The current behavior suggests that traced graphs may not be retrieved from the disk cache across separate script runs.,Neutral,Neutral,long,0.1578947368421052,0.0201342281879194,0.0357142857142857,"('reference_format', 'Casual/Conversational', 'Concise')",28,28,28,28,28,pytorch_pytorch,issue,154456.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,"I think we have been analysing the current realised non-knowledge in the wrong way. It’s only retrospectively that most of the people see they lack this knowledge. At least, this is how I judge this case. Based on both papers, the person asking only retrospectively realises that they don’t know something, and that something might be important.","relevant, known unknowns",known unknowns OR unknown knowns,"I tend to unknown knowns, although it is not clear from the segment. It sounds as if someone else could have an answer",-1,1,1,Neutral,1
1427,2063,159,pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?",Exporting Model to ONNX triggers a device‑incompatibility error since torch.repeat_interleave derives the repeat count from a CPU‑bound tensor; is this a known bug and how can it be fixed?,Known,Known Unknown,long,0.3448275862068966,0.0862068965517241,0.1379310344827586,"('Technical', 'Neutral', 'Concise')",3,3,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
2714,3755,1896,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"On an Ubuntu 16.04 machine I experienced the same failure with CUDA 9.0, cuDNN 7.0.5.15‑1 and TensorFlow 1.12, but updating cuDNN to version 7.4.2.24 fixed the issue.",Knowledge,Knowledge,short,0.2592592592592592,0.3043478260869565,0.2799999999999999,"('Neutral', 'Exploratory', 'Neutral')",40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
920,1380,1514,numpy_numpy,issue,28721.0,"If you call np.nanmin or np.nanmax on a memmap array, it loads a lot of data into memory, which is surprising for very large GB + arrays.",This behavior is relevant to discussions about reduction functions on memory‑mapped arrays.,Neutral,Neutral,short,0.1666666666666666,0.074074074074074,0.1025641025641025,"('comparison_contrast', 'Professional/Formal', 'Concise')",72,72,72,72,72,numpy_numpy,issue,28721.0,Unknown,short,,,,,,,,1,1,1,Neutral,1
1753,2503,607,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"By adding `export CUDA_LAUNCH_BLOCKING=1` to my shell environment, the previously intermittent failure became deterministic and could be addressed.",Knowledge,Knowledge,short,0.0,0.0,0.0,"('Technical', 'Exploratory', 'Expand')",13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
4373,6032,4249,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"Starting with change 1157e96, the vscode‑userdata scheme was updated to use atomic writes.",Knowledge,Knowledge,short,0.3076923076923077,0.1538461538461538,0.2051282051282051,"('Neutral', 'Neutral', 'Concise')",91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
312,465,509,pytorch_pytorch,issue,155309.0,I think we need a better way to detect aliasing here.,"Observation: aliasing is identified using method Y, which may benefit from a more robust detection strategy; cc @maintainer.",Neutral,Neutral,short,0.0555555555555555,0.0909090909090909,0.0689655172413793,"('documentation_action', 'github_native', 'Expand')",24,24,24,24,24,pytorch_pytorch,issue,155309.0,Known,short,,,,,,,,2,2,1,Neutral,1
3392,4620,2781,numpy_numpy,issue,28024.0,"As @eendebakpt says, the problem here is that it is not clear what would happen if you changed it now that alternatives exist.
The main issue here I would expect to be pandas code, since dirty mixing of pandas and NumPy is pretty common, and users may be getting away with things there that they should not be getting away with.

So can we change it? Maybe, but it does require carefully thinking about how impactful the change is (it would make things error, which isn't so bad... but if there is a huge amount of code out there that starts failing that wouldn't be great).
","There's a lack of clarity on the outcome of altering the module now that replacement utilities exist; my hypothesis is that the problematic area is the pandas‑NumPy bridge, where implicit view conversions are often abused. Is a rewrite advisable? It might be, but we need to consider that such a switch would likely surface hidden incompatibilities, leading to exceptions during DataFrame‑ndarray interactions—manageable on a small scale, but potentially overwhelming if many downstream projects depend on the current lax behavior.",Known,Known Unknown,long,0.1265822784810126,0.0943396226415094,0.1081081081081081,"('Technical', 'Hedging', 'Neutral')",59,59,59,59,59,numpy_numpy,issue,28024.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
1689,2391,494,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","If you want the model to handle variable‑size inputs you have to turn on dynamic_shapes or dynamic_axes yourself – just setting them to auto won’t cut it. When you flip the `dynamo=True` flag, the library still accepts `dynamic_axes` as a backwards‑compatible option, but the docs suggest you go with `dynamic_shapes` because it plays nicer with the rest of the pipeline.",Knowledge,Knowledge,short,0.05,0.1764705882352941,0.0779220779220779,"('Casual/Conversational', 'Neutral', 'Expand')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
1246,1834,2004,microsoft_vscode,,251913.0,"Hi thanks for filing this issue. Could I ask you several question as I do this investigation?

    First of all I'd like to ask you what version of the Microsoft Pinyin you are using? In the similar issue filed by other Microsoft Chinese IME users: 

    VSCode switching input method fails #251518, it has been found that using the older version of the IME leads to some issues. If you are using the older version, could you upgrade and let me know if you still see this?
    Could you please let me know if you see this happen on the website : https://microsoftedge.github.io/Demos/edit-context/. This is a simplified version of the code that we use to power our input using the EditContext API.
    Could you please let me know if you see this happen on the website : https://insiders.vscode.dev/ when the EditContext setting is turned on?

Thank you.",Reference to issue #251518 about older Microsoft Chinese IME versions causing problems.,Neutral,Neutral,long,0.4166666666666667,0.0342465753424657,0.0632911392405063,"('action_items', 'Casual/Conversational', 'Concise')",96,96,96,96,96,microsoft_vscode,,251913.0,Known,long,,,,,,,,2,2,1,Neutral,1
503,719,795,tensorflow_tensorflow,issue,24828.0,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6",Tagging @tensorflow-team for review of the cuDNN initialization behavior with TensorFlow 1.12.,Neutral,Neutral,long,0.1666666666666666,0.0289855072463768,0.0493827160493827,"('reference_format', 'Professional/Formal', 'Neutral')",38,38,38,38,38,tensorflow_tensorflow,issue,24828.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,The error emerges because the person didn’t know that they didn’t know about something. That something is explained in the next segment. ,kein Nichtwissen,error?,,2,1,1,Neutral,1
1635,2292,391,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","From the NCCL engineering viewpoint, note that prior to version 2.26, ncclCommGetAsyncError behaved as a pure read‑only accessor—its side‑effects were not guaranteed, but the implementation happened to be read‑only. The 2.26 release introduced a cleanup step to resolve a race condition in the teardown of non‑blocking collective ops, so the call now may also perform modest resource reclamation while returning the error code.",Knowledge,Knowledge,short,0.3174603174603174,0.2298850574712643,0.2666666666666666,"('Technical', 'Neutral', 'Neutral')",8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
29,39,43,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",Reference to flex_attention code path regarding tensor subclass unwrapping.,Neutral,Neutral,short,0.2222222222222222,0.0588235294117647,0.0930232558139534,"('code_environment', 'Technical', 'Concise')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,Neutral,1
371,546,605,pytorch_pytorch,issue,154456.0,"I'm running torch.compile on a transformer-based model. When I run the compiled function, I don't get any recompiles for subsequent calls in the same script, for example:

m = torch.compile(self.transformer.forward, fullgraph=True, dynamic=True, mode=""max-autotune"", disable=False)
m(...)
m(...)

works fine, with no recompiles. But when I run the script again, the torch.compile warmup takes a reasonably long time (running twice each for batch sizes 1, 2, and 4) -- about 10 seconds per input batch size. I ran the script with TORCH_LOGS=+dynamo,+inductor,+recompiles,+aot, and it seems like most of the time is spent tracing the code and running shape solving, even though the model code is unchanged.

Files are written to the disk cache, and the disk cache does speed up compile times, but I'm not sure why it still takes so long to trace and run the shape solver when the model code is unchanged, are the traced graphs not cached?",Observation logged regarding potential caching of traced graphs for unchanged model code.,Neutral,Neutral,long,0.25,0.0201342281879194,0.0372670807453416,"('timeline_status', 'Technical', 'Neutral')",28,28,28,28,28,pytorch_pytorch,issue,154456.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,"I think we have been analysing the current realised non-knowledge in the wrong way. It’s only retrospectively that most of the people see they lack this knowledge. At least, this is how I judge this case. Based on both papers, the person asking only retrospectively realises that they don’t know something, and that something might be important.","relevant, known unknowns",known unknowns OR unknown knowns,"I tend to unknown knowns, although it is not clear from the segment. It sounds as if someone else could have an answer",-1,1,1,Neutral,1
1515,2159,258,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","I'm seeing an intermittent hang in distributed mode after moving to PyTorch 2.7. The code calls `torch.distributed.init_process_group` with a device argument only when `--bad` is set, then loops and broadcasts a tensor before destroying the group. When I launch it with `torchrun --nproc_per_node 8 script.py --bad`, sometimes it just stalls, whereas the same command works fine in 2.6.0 and also works in 2.7 if I omit `--bad`. We've tried several GPU models and the issue shows up on all of them. Does anyone have insight into whether this is a regression introduced in 2.7, perhaps related to NCCL handling of the `device_id` argument, or if there's a subtle ordering bug in our cleanup code?",Known,Known Unknown,long,0.175438596491228,0.131578947368421,0.150375939849624,"('Casual/Conversational', 'Exploratory', 'Expand')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
3707,5066,3247,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","Hey @rgommers, you nailed it – the MSVC check had a bug. See #29199 for the details.",Knowledge,Knowledge,short,0.2352941176470588,0.2666666666666666,0.25,"('Casual/Conversational', 'Neutral', 'Neutral')",69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
2293,3224,1352,pytorch_pytorch,issue,154456.0,"I was expecting the cache to write to TORCHINDUCTOR_CACHE_DIR automatically (or i guess in my case it was writing to /tmp/torchinductor_user) , is that not the case?","It seemed obvious that the cache would self‑populate TORCHINDUCTOR_CACHE_DIR, yet my observations show files in /tmp/torchinductor_user; am I missing a configuration detail?",Unknown,Unknown Unknown,short,0.1363636363636363,0.1111111111111111,0.1224489795918367,"('Technical', 'Confidence', 'Neutral')",29,29,29,29,29,pytorch_pytorch,issue,154456.0,Unknown,short,,,,,,,,1,1,1,Unknown Unknown,2
