,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,final_label
13815,13815,1129,1163,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",Observation that random operation graphs are currently not cached in the execution pipeline.,Knowledge,Neutral,short,0.3076923076923077,0.125,0.1777777777777777,"('action_items', 'Technical', 'Expand')",18.0,18.0,18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",0
11242,11242,563,594,pytorch_pytorch,issue,154456.0,"I'm running torch.compile on a transformer-based model. When I run the compiled function, I don't get any recompiles for subsequent calls in the same script, for example:

m = torch.compile(self.transformer.forward, fullgraph=True, dynamic=True, mode=""max-autotune"", disable=False)
m(...)
m(...)

works fine, with no recompiles. But when I run the script again, the torch.compile warmup takes a reasonably long time (running twice each for batch sizes 1, 2, and 4) -- about 10 seconds per input batch size. I ran the script with TORCH_LOGS=+dynamo,+inductor,+recompiles,+aot, and it seems like most of the time is spent tracing the code and running shape solving, even though the model code is unchanged.

Files are written to the disk cache, and the disk cache does speed up compile times, but I'm not sure why it still takes so long to trace and run the shape solver when the model code is unchanged, are the traced graphs not cached?",Clarification is requested on whether traced graphs are persisted in the disk cache across separate script invocations.,Neutral,Neutral,long,0.2941176470588235,0.0335570469798657,0.0602409638554216,"('comparison_contrast', 'Technical', 'List')",,,28,28,28,28,28,pytorch_pytorch,issue,154456.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,"I think we have been analysing the current realised non-knowledge in the wrong way. It’s only retrospectively that most of the people see they lack this knowledge. At least, this is how I judge this case. Based on both papers, the person asking only retrospectively realises that they don’t know something, and that something might be important.","relevant, known unknowns",known unknowns OR unknown knowns,"I tend to unknown knowns, although it is not clear from the segment. It sounds as if someone else could have an answer",-1,1,1,,,0
15292,15292,2606,2725,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Documentation or community guidance may reference config.gpu_options.allow_growth = True for memory allocation scenarios.,Knowledge,Neutral,short,0.1538461538461538,0.1538461538461538,0.1538461538461538,"('social_acknowledgment', 'Technical', 'Expand')",43.0,43.0,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,0
14771,14771,2085,2180,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.",User encountered behavior suggesting ARM support is not available for TensorFlow on Windows.,Knowledge,Neutral,short,0.1538461538461538,0.1666666666666666,0.16,"('factual_observation', 'Casual/Conversational', 'Neutral')",34.0,34.0,34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,0.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.",0
5192,5192,5192,5433,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,The root cause lies outside VSCode; this isn’t a bug we can resolve with local changes.,Knowledge,Neutral,short,0.0625,0.0434782608695652,0.0512820512820512,"('github_native', 'Hedging', 'Concise')",83.0,83.0,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,0
16689,16689,4003,4207,numpy_numpy,issue,29217.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,Observation: format definition includes shape-to-byte-count mapping.,Knowledge,Neutral,short,0.3333333333333333,0.0869565217391304,0.1379310344827586,"('documentation_action', 'github_native', 'Neutral')",67.0,67.0,67,67,67,67,67,numpy_numpy,issue,29217.0,Knowledge,short,,,,,,,,0,0,0,0.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,0
11300,11300,621,652,pytorch_pytorch,issue,132332.0,Under certain circumstances nn.Linear will have memory leaks on MPS. The exact failure mode and condition that leads to leakage is unclear at this moment. Need to investigate if the memory leak is in PyTorch or MPS,The failure mode that results in the observed memory increase has not been identified.,Neutral,Neutral,short,0.4285714285714285,0.1621621621621621,0.2352941176470588,"('comparison_contrast', 'Professional/Formal', 'Concise')",,,31,31,31,31,31,pytorch_pytorch,issue,132332.0,Known,short,,,,,,,,2,2,1,,,0
13148,13148,462,477,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",Non-blocking NCCL API mode is employed in this initialization strategy.,Knowledge,Neutral,short,0.2,0.048780487804878,0.0784313725490196,"('reference_format', 'github_native', 'List')",7.0,7.0,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",0
1166,1166,1166,1214,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","To improve efficiency, we are implementing graph caching for random operations — currently, randn triggers recompilation on every invocation due to the absence of graph reuse, which is suboptimal for performance-critical workflows.",Knowledge,Neutral,short,0.125,0.125,0.125,"('Professional/Formal', 'Hedging', 'Neutral')",18.0,18.0,18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",0
10797,10797,118,127,pytorch_pytorch,Issue,153960.0,"What does the device_id do behind the scenes? What does it change with respect to NCCL?
 Can we get a NCCL debug log (NCCL_DEBUG=INFO)? Or does the race go away then?",Tagging @nccl-team to provide clarification on device_id effects in the NCCL stack.,Neutral,Neutral,short,0.25,0.0967741935483871,0.1395348837209302,"('documentation_action', 'Professional/Formal', 'Concise')",,,6,6,6,6,6,pytorch_pytorch,Issue,153960.0,Known,short,,,,,,,,2,2,1,,,0
2077,2077,2077,2177,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","Bottom line: the behavior is correct under COMMIT_ADAPTIVE. Memory grows because tensors are held until GC and ops are batched until memory pressure. This is not a bug but a latency in resource reclamation. If users need bounded memory, they should use COMMIT_AND_WAIT or explicitly manage tensor lifetimes. The current behavior is performant but opaque—clarity in documentation is the real need.",Knowledge,Neutral,long,0.1967213114754098,0.0256410256410256,0.0453686200378071,"('Technical', 'Neutral', 'Concise')",32.0,32.0,32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,0.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.",0
13182,13182,496,511,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",cc @distributed-team for visibility on initialization strategy.,Knowledge,Neutral,short,0.1428571428571428,0.024390243902439,0.0416666666666666,"('procedural', 'github_native', 'Concise')",7.0,7.0,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",0
8012,8012,1785,1864,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"The problem shows up when TensorFlow 1.12 is run on Ubuntu 16.04 with CUDA 9.0 together with cuDNN 7.0.5.15‑1. Swapping the cuDNN package to version 7.4.2.24 makes the error disappear, indicating the older cuDNN release is the cause.",Knowledge,Knowledge,short,0.1842105263157894,0.3043478260869565,0.2295081967213114,"('Casual/Conversational', 'Exploratory', 'Concise')",,,40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,,,0
11807,11807,1128,1176,numpy_numpy,issue,28024.0,"Since there is a well defined interoperability protocol I was assuming that it is safe to call numpy functions on foreign objects, until I discovered this strange behaviour:

>>> import numpy as np
>>> class Kls: pass
...
>>> a = Kls()
>>> a.mean = None
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: 'NoneType' object is not callable
>>> a.mean = lambda : 0
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: <lambda>() got an unexpected keyword argument 'axis'

So if np.mean(a) discovers that a has a mean attribute, it blindly assumes that it is a method with the same semantics and signature of np.mean.

This is crazy! numpy does not owns the mean method and in fact other libraries implemented it in different ways:

>>> import polars as pl
>>> a = pl.Series([0, 1, 2])
>>> np.mean(a) #broken
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: Series.mean() got an unexpected keyword argument 'axis'
>>> np.mean(np.asarray(a)) #works
np.float64(1.0)",Confirmed that converting a Polars ``Series`` to a NumPy array with ``np.asarray`` allows ``np.mean`` to compute the expected result.,Neutral,Neutral,long,0.2631578947368421,0.0236966824644549,0.0434782608695652,"('documentation_action', 'Professional/Formal', 'Neutral')",,,56,56,56,56,56,numpy_numpy,issue,28024.0,Unknown,long,person seems to be quite surprised but not sure.,Unknown Non-Knowledge,Unknown Unknown,,,unknown unknowns,as always: it is not clear from that segment if knowledge is absent or someone else might know. But here I tent to say – it seems as nobody might know,1,1,1,,,0
15957,15957,3271,3439,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.",Comparison implied between Windows and Linux behavior in TensorFlow GPU training workflows.,Knowledge,Neutral,long,0.1666666666666666,0.019047619047619,0.0341880341880341,"('reference_format', 'Technical', 'List')",55.0,55.0,55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,0.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.",0
17844,17844,5158,5405,microsoft_vscode,pull,191501.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,Log or test output indicating compression-related anomaly detected.,Knowledge,Neutral,short,0.125,0.0666666666666666,0.0869565217391304,"('procedural', 'Technical', 'List')",87.0,87.0,87,87,87,87,87,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,0.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,0
18102,18102,5416,5678,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,The vscode-userdata scheme was introduced in commit 1157e96.,Knowledge,Neutral,short,0.375,0.1153846153846153,0.1764705882352941,"('social_acknowledgment', 'Casual/Conversational', 'List')",91.0,91.0,91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,0.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,0
7771,7771,1544,1621,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.","Official TensorFlow releases for Windows are only available for the x86_64 instruction set, so ARM devices are unsupported.",Knowledge,Knowledge,short,0.1666666666666666,0.25,0.2,"('Technical', 'Hedging', 'Concise')",,,34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,,,0
11103,11103,424,448,pytorch_pytorch,issue,155309.0,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"Log entries show calls to LSTM forward, CUDNN kernels, and torch.export in the same execution window.",Neutral,Neutral,short,0.125,0.0571428571428571,0.0784313725490196,"('timeline_status', 'Technical', 'Expand')",,,21,21,21,21,21,pytorch_pytorch,issue,155309.0,Known,short,,,,,,,,2,2,1,,,0
5493,5493,5493,5742,microsoft_vscode,pull,191501.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,This is a known limitation in the SDK’s compression layer — it does not handle non-contiguous memory regions properly when using float16-encoded inputs in ML pipelines.,Knowledge,Neutral,short,0.1153846153846153,0.2,0.1463414634146341,"('github_native', 'Confidence', 'List')",87.0,87.0,87,87,87,87,87,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,0.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,0
12532,12532,1853,1935,microsoft_vscode,,191374.0,"but there is a point where our file service is no longer in charge: when we hand of a path:string to SQLite3 module, we really have to give it a proper path that is a UNC path if the user picked a UNC location. So just using URI will not help here, we need to find a way that .fsPath is not breaking UNC paths in all places where we need it.",Investigation needed to keep .fsPath from breaking UNC paths across the codebase. @fs-team,Neutral,Neutral,short,0.3846153846153846,0.0694444444444444,0.1176470588235294,"('factual_observation', 'github_native', 'Concise')",,,92,92,92,92,92,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,,,0
