,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement,final_label
6486,6486,6486,6728.0,4623,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","Quick heads‑up: the problem is caused by the legacy Chinese Pinyin IME. Fix it by installing the newer IME version or turning off `editor.experimentalEditContextEnabled`. The upgrade is preferred because EditContext clears up extra IME bugs, closing the ticket.",Knowledge,Knowledge,long,0.4210526315789473,0.2,0.2711864406779661,"('Casual/Conversational', 'Neutral', 'Concise')",99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
8637,8637,2095,,2197,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","The observed memory behavior is a known trade-off in MPS's adaptive commit model: by deferring command buffer submission, we optimize GPU utilization at the cost of delayed buffer reclamation. Your nn.Linear loop generates output tensors that persist until either (a) the buffer is flushed by memory pressure, or (b) Python’s GC runs due to reference count dropping to zero. Since you're not storing outputs, the latter depends on interpreter internals. This is correct, albeit unintuitive. Recommend users who need deterministic memory behavior to opt into COMMIT_AND_WAIT or use context managers to force scope exit.",Knowledge,Neutral,long,0.2659574468085106,0.0534188034188034,0.0889679715302491,"('Technical', 'Confidence', 'List')",32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,32.0,32.0,0.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.",0
3769,3769,3769,3942.0,1837,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","Looks like the issue was just a cuDNN version mismatch. I ended up rolling back to cuDNN 1.8, which did the trick, though you really don’t need to stay on an older build when newer ones are better. Turns out I’d installed TensorFlow via conda, and conda also pulled in its own CUDA and cuDNN packages, so Python wasn’t seeing the CUDA/cuDNN I already had on the system – it was using the ancient conda‑provided cuDNN instead. I removed the conda‑installed CUDA/cuDNN, then reinstalled TF with pip, and everything seemed fine.",Knowledge,Knowledge,long,0.2747252747252747,0.2475247524752475,0.2604166666666667,"('Casual/Conversational', 'Hedging', 'Neutral')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
3517,3517,3517,3686.0,1581,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.","I’m pretty sure the Windows version of TensorFlow is only compatible with Intel, and it doesn’t cover ARM.",Knowledge,Knowledge,short,0.2777777777777778,0.4166666666666667,0.3333333333333333,"('Casual/Conversational', 'Hedging', 'Neutral')",34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,,,,,0
3565,3565,3565,3738.0,1633,tensorflow_tensorflow,issue,84102.0,"Confirmed that Windows support only exists for Intel CPUs. On https://pypi.org/project/tensorflow/#files there is no Windows + ARM wheel.

On https://pypi.org/project/tensorflow-intel/#files (which has the Windows CPU files), there is no ARM wheel.","Windows builds of TensorFlow are currently only provided for Intel processors; there is no ARM‑compatible wheel on the main TensorFlow PyPI page, and the tensorflow‑intel package also lacks an ARM wheel for Windows.",Knowledge,Knowledge,short,0.2727272727272727,0.2903225806451613,0.28125,"('Neutral', 'Exploratory', 'Neutral')",35,35,35,35,35,tensorflow_tensorflow,issue,84102.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
9098,9098,2556,,2678,tensorflow_tensorflow,issue,24828.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)","To avoid OOM errors during CNN training on GPU, I used TensorFlow's legacy compat.v1 session configuration in my Jupyter notebook — specifically, enabling allow_growth via ConfigProto and InteractiveSession, which ensures dynamic memory allocation rather than pre-allocating the entire GPU VRAM.",Knowledge,Neutral,long,0.1,0.0930232558139534,0.0963855421686746,"('Technical', 'Exploratory', 'List')",41,41,41,41,41,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,41.0,41.0,0.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",0
7687,7687,1145,,1193,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",We're aware that random ops such as randn suffer from repeated recompilation due to absent graph caching. A caching layer is under development to mitigate this overhead.,Knowledge,Neutral,short,0.1481481481481481,0.125,0.135593220338983,"('Technical', 'Neutral', 'Concise')",18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,18.0,18.0,0.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",0
12100,12100,5558,,5808,microsoft_vscode,pull,191501.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!","When comparing inflate/deflate pipelines, Node’s zlib ensures timely data emission at SYNC flags, but miniz-rs—despite being spec-compliant—doesn’t honor flush timing as aggressively, leading to output queuing that disrupts real-time data flow and induces connection jitter.",Knowledge,Neutral,short,0.1714285714285714,0.0923076923076923,0.12,"('Technical', 'Neutral', 'List')",89,89,89,89,89,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,89.0,89.0,0.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!",0
12677,12677,6135,,6457,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","For users encountering IME input glitches, this is resolved by updating the Microsoft Chinese Pinyin IME to a version that supports EditContext. The deprecated setting editor.experimentalEditContextEnabled can be turned off temporarily, but upgrading the IME is the only way to fully benefit from the API's bug fixes — including proper candidate window rendering and input composition handling.",Knowledge,Neutral,long,0.2456140350877192,0.175,0.2043795620437956,"('github_native', 'Hedging', 'List')",99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,99.0,99.0,0.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",0
3491,3491,3491,3658.0,1553,tensorflow_tensorflow,issue,83379.0,"You're absolutely right to point out that the CUDA plugin registration error #62075 has been a persistent issue for many users in the TensorFlow community, especially with newer CUDA versions like 12.x. This error typically arises due to the combination of incompatible library versions, improper installation, or misconfigurations between TensorFlow, CUDA, and cuDNN.","Correctly noted—the #62075 CUDA plugin registration exception continues to surface across the TensorFlow ecosystem, especially with the advent of CUDA 12.x. It is typically triggered by divergent library revisions, erroneous deployment steps, or misaligned TensorFlow‑CUDA‑cuDNN settings.",Knowledge,Knowledge,short,0.3333333333333333,0.2264150943396226,0.2696629213483146,"('Technical', 'Neutral', 'Neutral')",33,33,33,33,33,tensorflow_tensorflow,issue,83379.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
7483,7483,941,,974,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","Yes, this is a well-documented hardware limitation. The solution isn't a driver update or code patch — it’s a motherboard upgrade with PCIe 4.0/5.0 and ATS (Address Translation Services) enabled to properly handle atomic hostcalls from GPU to CPU.",Knowledge,Neutral,short,0.1025641025641025,0.2222222222222222,0.1403508771929824,"('github_native', 'Confidence', 'Expand')",15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,15.0,15.0,0.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",0
4345,4345,4345,4531.0,2426,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,"By establishing an independent Conda environment (named TF) using Python 3.9.8, I installed TensorFlow and its CUDA dependencies with `python3 -m pip install tensorflow[and-cuda] --user`. Upgrading to version 2.13.0 (`python3 -m pip install tensorflow[and-cuda]==2.13.0 --user`) successfully addressed several defects.",Knowledge,Knowledge,short,0.3076923076923077,0.2448979591836734,0.2727272727272727,"('Professional/Formal', 'Confidence', 'Neutral')",52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
2902,2902,2902,3051.0,946,pytorch_pytorch,issue,17501.0,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,"During the gradient computation of a torch.nn.Unfold, the CUDA kernel emits a profusion of atomicAdd instructions along the unfolded axis, and this atomic contention is the principal cause of the severe slowdown in the backward pass.",Knowledge,Knowledge,short,0.2777777777777778,0.3703703703703703,0.3174603174603175,"('Technical', 'Hedging', 'Expand')",20,20,20,20,20,pytorch_pytorch,issue,17501.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
8487,8487,1945,,2033,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","We’re currently enhancing Dynamo to cache tracing results end-to-end — right now, some parts still retrace on every invocation.",Knowledge,Neutral,short,0.1052631578947368,0.1333333333333333,0.1176470588235294,"('Casual/Conversational', 'Hedging', 'List')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,30.0,30.0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",0
9691,9691,3149,,3290,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,"NUMA functionality is unavailable in WSL2 due to the kernel being built without NUMA configuration options, which is the root cause of the reported errors.",Knowledge,Neutral,short,0.24,0.25,0.2448979591836734,"('Professional/Formal', 'Confidence', 'Concise')",51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,51.0,51.0,0.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,0
2035,2035,2035,2174.0,69,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,Looks like the bug is coming from the functionalization code for the flex_attention HOP.,Knowledge,Knowledge,short,0.4285714285714285,0.5454545454545454,0.4799999999999999,"('Casual/Conversational', 'Hedging', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
9469,9469,2927,,3065,tensorflow_tensorflow,issue,60798.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",Resolved the build issue by replacing --copt with static CRT flags in .bazelrc: added `build:windows --cxxopt=/MT` and `build:windows --host_copt=/MT` to enforce static linking on Windows.,Knowledge,Neutral,short,0.16,0.1428571428571428,0.1509433962264151,"('github_native', 'Confidence', 'Concise')",47,47,47,47,47,tensorflow_tensorflow,issue,60798.0,Knowledge,short,,,,,,,,0,0,0,47.0,47.0,0.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",0
8492,8492,1950,,2038,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","Right now, Dynamo doesn’t cache traces between executions, but we’re working with the compiler team to add invariant-based caching soon.",Knowledge,Neutral,short,0.1,0.1333333333333333,0.1142857142857143,"('Casual/Conversational', 'Hedging', 'List')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,30.0,30.0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",0
3524,3524,3524,3694.0,1589,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.","TensorFlow on Windows does not support ARM, only Intel CPUs.",Knowledge,Knowledge,short,0.4,0.3333333333333333,0.3636363636363636,"('Neutral', 'Confidence', 'Concise')",34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,,,,,0
8990,8990,2448,,2563,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","I resolved a cuDNN version mismatch by switching from conda-installed TensorFlow to pip-installed TensorFlow — conda had pulled in an obsolete cuDNN version that conflicted with my system’s modern CUDA toolkit. After removing conda’s CUDA/cuDNN packages and reinstalling TF with pip, everything worked as expected with the correct GPU backend.",Knowledge,Neutral,long,0.22,0.1089108910891089,0.1456953642384106,"('github_native', 'Confidence', 'Neutral')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,39.0,39.0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",0
2581,2581,2581,2729.0,624,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,Resolved the error by configuring `CUDA_LAUNCH_BLOCKING=1` in the environment.,Knowledge,Knowledge,short,0.1111111111111111,0.25,0.1538461538461538,"('Professional/Formal', 'Exploratory', 'Concise')",13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
2442,2442,2442,2590.0,485,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","Explicitly providing dynamic_shapes or dynamic_axes is required. When dynamo is enabled, dynamic_axes works as a compatible API, though dynamic_shapes is the recommended choice.",Knowledge,Knowledge,short,0.1739130434782608,0.2352941176470588,0.1999999999999999,"('Neutral', 'Neutral', 'Neutral')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
