,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label
1700,1700,1700,1700,1700.0,1773,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","When using torch.export.export with a meta device and Tensor.split, the generated graph appears to produce invalid IR — the split dimensions don't seem to be properly resolved. I'm not certain if this is a known limitation or an actual bug; has anyone else seen this behavior with meta-device exports?",Irrelevant,Known Unknown,short,0.1632653061224489,0.25,0.1975308641975308,"('github_native', 'Exploratory', 'List')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1711,1711,1711,1711,1711.0,1784,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","The torch.export.export function seems to mishandle Tensor.split when the input tensor is on the meta device — the output graph contains inconsistent shape annotations. I'm not sure whether this is a bug in the exporter’s shape inference for split ops on meta, or if this combination is just not supported yet. Either way, it’s unclear how to work around it.",Irrelevant,Known Unknown,short,0.2,0.375,0.2608695652173913,"('Technical', 'Neutral', 'Neutral')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1712,1712,1712,1712,1712.0,1785,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",I've observed that torch.export.export generates malformed IR when applied to Tensor.split operations on tensors allocated on the meta device. The resulting exported graph contains inconsistent shape or device metadata that fails to validate during downstream execution. I'm uncertain whether this is an intended limitation of meta-device tracing or a bug in the export pipeline — would appreciate clarification on expected behavior.,Irrelevant,Known Unknown,short,0.1475409836065573,0.28125,0.1935483870967742,"('Professional/Formal', 'Confidence', 'Expand')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1713,1713,1713,1713,1713.0,1786,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","When exporting a model containing Tensor.split using torch.export.export with meta-device tensors, the resulting graph appears to lose critical metadata about tensor dimensions or device placement. While the operation works correctly on concrete devices, the exported form seems invalid. I'm not certain whether this is a known issue or if the meta device should be fully supported in this context — I'm reporting it in case it's an oversight.",Irrelevant,Known Unknown,short,0.088235294117647,0.1875,0.12,"('Professional/Formal', 'Confidence', 'Expand')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1714,1714,1714,1714,1714.0,1787,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","I encountered an inconsistency in torch.export.export where Tensor.split on a meta-device tensor produces a graph that fails validation or serialization. The error suggests invalid tensor properties in the output, even though the same code runs without issue on CPU or CUDA. I'm unsure whether this reflects an unimplemented feature, a bug in the meta-device handling, or an unsupported use case. Could this be an intended restriction or something that needs fixing?",Irrelevant,Known Unknown,short,0.0985915492957746,0.21875,0.1359223300970873,"('Professional/Formal', 'Confidence', 'Expand')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1715,1715,1715,1715,1715.0,1788,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","The torch.export.export function does not seem to handle Tensor.split correctly when the input tensor is on the meta device — the generated graph contains nonsensical or incomplete shape information. This breaks downstream tools that rely on exported graphs. I'm not certain whether this behavior is by design (e.g., meta device is not meant for export) or if it's a bug that should be addressed in PyTorch’s export machinery.",Irrelevant,Known Unknown,short,0.1470588235294117,0.3125,0.2,"('Professional/Formal', 'Confidence', 'Expand')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1716,1716,1716,1716,1716.0,1789,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","I noticed that exporting a model with Tensor.split on a meta device results in a malformed torch.export graph — the split dimensions appear corrupted or missing. While I can work around it by moving to a concrete device first, I'm unsure whether this behavior is expected given the purpose of the meta device in symbolic tracing. Is this a gap in the export implementation, or am I misusing the API?",Irrelevant,Known Unknown,short,0.0857142857142857,0.1875,0.1176470588235293,"('Professional/Formal', 'Confidence', 'Expand')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1717,1717,1717,1717,1717.0,1790,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","Tensor.split with torch.export.export on the meta device produces invalid intermediate representations that cannot be deserialized or executed. I’ve verified the issue persists across multiple PyTorch versions. I’m not certain whether this is a low-priority edge case or a serious flaw in the export system’s handling of symbolic tensors — I’m submitting this as a potential bug report, but open to guidance on proper usage.",Irrelevant,Known Unknown,short,0.109375,0.21875,0.1458333333333333,"('Professional/Formal', 'Confidence', 'Expand')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1718,1718,1718,1718,1718.0,1791,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","I attempted to export a module using torch.export.export that includes a Tensor.split call on a meta-device tensor and received a graph with malformed node attributes. The export process completes without error, but the output is semantically invalid. I don’t know whether the meta device is supposed to support exportable split operations or if this is an undocumented limitation — would value insight into the intended scope of meta-device compatibility in the export API.",Irrelevant,Known Unknown,short,0.1095890410958904,0.25,0.1523809523809523,"('Professional/Formal', 'Confidence', 'Expand')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1719,1719,1719,1719,1719.0,1792,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","I tried using torch.export.export on a model that uses Tensor.split with a meta device, and the generated graph seems malformed — it’s not even valid Python code. I’m not sure if this is a known limitation or a bug, but I figured I should flag it since it breaks export entirely.",Irrelevant,Known Unknown,short,0.196078431372549,0.3125,0.2409638554216867,"('Casual/Conversational', 'Hedging', 'List')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
1720,1720,1720,1720,1720.0,1793,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","When I use torch.export.export with Tensor.split on a meta device, the output looks like broken IR — missing nodes or invalid ops. I don’t know whether this is expected behavior (maybe meta device doesn’t fully support split yet?) or if it’s an actual bug that needs fixing.",Irrelevant,Known Unknown,short,0.1702127659574468,0.25,0.2025316455696202,"('Casual/Conversational', 'Hedging', 'List')",27,27,27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,2,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.",Known Unknown,1
