,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,statement,label,len_text,is_toxic
50,50,50,121,Can this be incognito profile? We currently persist download directory in original profile.,healthy,91,0
51,51,51,212,"This is kind of ugly...
I think instead you should pass the timeout with the function when you register it, and keep a private max timeout requested variable",toxic,157,1
52,52,52,320,"Scumbag gerrit threw away my comment.

tl;didn't rewrite: Do it for Linux too. That's how update.sh worked.",toxic,107,1
53,53,53,341,"Oh, AUXDATA could really screw this up. I might need more logic here.",toxic,69,1
54,54,54,141,This caused compile-time failures in various linux-derived programs such as perf.,healthy,81,0
55,55,55,225,Your ordering is a little ugly.  BUG= and TEST= should be above all the tags an the Change-Id should be together with all the Signed-off-bys.  Then maybe I would have noticed that git hash the first time I looked at this.,toxic,221,1
56,56,56,206,aaaaaaaaaaaarrrrrgggg! damnit. Let me fix that.,toxic,47,1
57,57,57,92,Just wanted to note that it would be a trivial change to service_manager.c to report the requesting pid at least in each avc message.,healthy,133,0
58,58,58,172,"In that case, I suggest actually adding it as a param. Callers can simply specify a dummy value themselves if they don't care about it.",healthy,135,0
59,59,59,183,"This file must be ignored.
Was committed by mistake, the only difference - echo ""****"" lines, used to debug building process.",healthy,125,0
60,60,60,31,"Wrong. manageJackClassPath, putJackClassPathOnPath, ...",healthy,55,0
61,61,61,234,you shouldn't need this any more. i killed AndroidConfig.h a while ago.,toxic,71,1
62,62,62,185,"!Map
!chromeos.machineLearning.mojom.GraphExecutorProxy",healthy,55,0
63,63,63,74,Don't you need to use std::unique_ptr<mirror::Object*[]> ?,healthy,58,0
64,64,64,135,"We don't need a binary blob. If the EGL loader or any other piece of code needs a binary blob, we'll create a version-3 API function.",healthy,133,0
65,65,65,68,_system_pwr is tricky. power_status.py should have exposed this. Make _system_pwr a constant.,healthy,93,0
66,66,66,265,These methods I'm not hugely happy w/; may change them slightly.  The api for it makes consuming a bit of a pain in the ass.,toxic,124,1
67,67,67,254,"Darn, forgot to update this line.",toxic,33,1
68,68,68,333,"replaced with a full expansion on the tuple, you whiny bitch ;)",toxic,63,1
69,69,69,184,"existing code that leverages this doesn't, but looking at the script in question...I think it's because I'm an idiot and I should just do that.",healthy,143,0
70,70,70,123,"@Jamie, the dirty bit DIRTY_BIT_VIEWPORT_STATE is a private member of StateManager11, so I put the check in StateManager11. How do you think?",healthy,141,0
71,71,71,174,This symlink can die now since portage overlay is gone,healthy,54,0
72,72,72,188,Please kill the extra whitespace.,healthy,33,0
73,73,73,339,"Kind of sucks that we lose the magic resolve thing from the previous bootstrap. Unless this is done by the endpoint now? Otherwise, maybe add it so we don't have to expand via ""resolve"" when bumping.",toxic,199,1
74,74,74,270,I'd have to add another library to the PDK. This is annoying.,toxic,61,1
75,75,75,162,"Temporary conversion ctors are unnecessary here now, so
 aDesc.aName = aArgName;
 aDesc.aDescription = aArgDesc;",healthy,112,0
76,76,76,17,"Now this is the ""made up"" delay. ...it's much smaller, I don't think it needs to be very much.",healthy,94,0
77,77,77,156,You will assign temp_zone = TEMP_ZONE_2 + 1 if bat_temp_c > 450 or < 0.,healthy,71,0
78,78,78,64,"This definitely seems useless. const pointer to a write-only buffer, which points past the end of valid data.",healthy,109,0
79,79,79,83,"why use kwargs here at all ?  this is the final func, so people shouldn't be passing in junk at this point ...

sync_instance should be a proper arg",healthy,148,0
80,80,80,271,Please nuke. (We can add it if/when needed.),toxic,44,1
81,81,81,226,json doesn't allow trailing commas because it is dumb (also a bunch of lines below),toxic,83,1
82,82,82,30,"Remove operator ?:, useless here.",healthy,33,0
83,83,83,144,nit: \n after this (to make it clear which dependency should be removed),healthy,72,0
84,84,84,356,I know it sucks buts lets rename this file so the E is lower case to match the other routers.,toxic,93,1
85,85,85,138,fn seems more C and fun more C++. fcn seems weird and i can't see any precedent in our libraries. (unless you count the oddly-named dlfcn.h :-) ),healthy,145,0
86,86,86,340,"rather than creating this useless structure, just pass the size in the kmem_cache_create in the _probe function ?

but yeh that's not important, a dirty patch should be dirty....",toxic,178,1
87,87,87,133,"I think you should leave out {@inheritDoc} here; it's only useful when you want to edit the javadoc. (All javadocs are automatically inherited; this is when you want to do

/** {@inheritDoc}
  * <p>
  * Futhurthermore, in this override we blah blah blah */",healthy,256,0
88,88,88,305,"It would be nicer to use ""size_t old_fingerprint_end = old_sdp.strspn(""\r\n""), but it seems that wtf::String doesn't have a strspn equivalent. This will work.",toxic,158,1
89,89,89,259,"> goddamnit

unnecessary

> please make it a regular multiline if >_< it will be same 3 lines, but without excessive ((()))

done",toxic,129,1
90,90,90,14,"If there is no keyboard, remove all KB_IN* and KB_OUT* GPIOs.",healthy,61,0
91,91,91,342,"i had forgotten, but that currently fucks up all the indentation.",toxic,65,1
92,93,93,77,i don't see any use of this var. just get it killed.,healthy,52,0
93,94,94,96,Why not dereference the unique_ptr at the caller? I don't see you overwriting what the unique_ptr stores...,healthy,107,0
94,95,95,52,"i think you want:

 printf '[ '
 printf '""%s"", ' ""$@""
 printf ']'",healthy,65,0
95,96,96,70,"once you move to only using `apache2`, you should be able to extract that at runtime via `apache2 -S`.",healthy,102,0
96,97,97,5,I think we'd want to pass in shadow_frame.GetMethodAddress() (or call shadow_frame.SetMethod() later) if the reason to pass in ArtMethod** is that it may get moved (in the future when we move methods)?,healthy,201,0
97,98,98,109,i think that's fine. bionic internal code should probably be using Lock anyway.,healthy,79,0
98,99,99,363,"force LC_ALL=C else you can get localization here.

Also, that's fucking horrible. ;)",toxic,85,1
99,100,100,331,"I know this is incredibly anal, but to you want to make this an atomic operation? I think this is going to be atomic no matter what, but maybe it should be explicit so there is no chance that someone will be able to get a half set value.",toxic,237,1
100,101,101,186,"huge nit: you don't need a colon after ""on""",healthy,43,0
101,102,102,108,getlasterror() will be reset right after this call (as any WinAPI call may kill it). Cache its value before doing anything else,healthy,127,0
102,103,103,322,damn :) Thanks for finding this.,toxic,32,1
103,104,104,299,All defaults belong above. This call should be a dumb call.,toxic,59,1
104,105,105,122,"Hack hack hack! You should add a DCHECK that the third one is not identical, because sooner or later somebody will turn triples into a marker too.",healthy,146,0
105,106,106,75,We run yaml.dump(probed_results) twice. Consider saving it to probed_results_yaml.,healthy,82,0
106,107,107,364,"Ah yes. This sucks, we are going to grow the handles_scopes_ proportional to the methods we are going to try to inline. 

+calin: We need a better solution for handles_scopes_.",toxic,176,1
107,108,108,255,Shouldn't these base addresses be #defined somewhere? It's gonna be a real bitch to hunt all of these down when we port to the next SoC (HW guys love to move things around on us).,toxic,179,1
108,109,109,146,"I see you really don't like this command,
over the last 15 days, it has actually been the most useful for me (including those voltages when dealing over emails with clueless ""users"")",healthy,182,0
109,110,110,168,"There will be a local dirty bit flagged for the active program.
 
 did you try calling resume explicitly instead?",healthy,113,0
110,111,111,325,"Leftover debugging. But it sucks that this is necessary in order to figure out why tests are failing... if you have an idea on how to make tests easier to debug when they fail, let me know and I'll fix it :)",toxic,207,1
111,112,112,365,This default_interface stuff is kind of ugly. But not fair to hold up this CL for that existing problem. :),toxic,107,1
112,113,113,383,Did clang-format do that? This looks pretty ugly... :-(,toxic,55,1
113,114,114,3,Signed-off-by: Nick Vaccaro <nvaccaro@chromium.org>,healthy,51,0
114,115,115,82,"insinto /etc
 echo ""hosts: files dns"" > nsswitch.conf
 doins nsswitch.conf || die",healthy,81,0
115,116,116,43,This shouldn't be needed...ServiceUnderTest is a subclass of Service,healthy,68,0
116,117,117,116,should be using std::unique_ptr<Flag> and let the destructor automatically destroy all these..,healthy,94,0
117,118,118,53,Fake git sha1 here. Image is a mutant that wasn't built from any specific point in the tree. This won't be typical once we get to production / stable images.,healthy,157,0
118,119,119,374,"ach, damn, there's a

  rtl_uString_release(newData);

missing, right?",toxic,70,1
119,120,120,257,"Well, DataBuffer started as a dumb POD-like class. I don't see why we can't delegate this to its destructor now...",toxic,114,1
120,121,121,344,How the hell did that get in there?,toxic,35,1
121,122,122,273,You also need to add dumb mapping.,toxic,34,1
122,123,123,198,Done. We still need to show the window the first time or OpenGL drivers tend to keep garbage in the default framebuffer.,healthy,120,0
123,124,124,358,"Sorry, this is yuck. Even if the debugger is not attached you need to make this call and go into the compiler to figure it out. Not super happy about that design.",toxic,162,1
124,125,125,295,"I canÃ¢â‚¬â„¢t click Ã¢â‚¬Å“ResolvedÃ¢â‚¬ï¿½Ã‚Â without saying anything. Gerrit, you old rascal, you.",toxic,101,1
125,126,126,319,but  can we leave it stupid for now for the sake of getting it going?,toxic,69,1
126,127,127,118,Use vp9_nuq_doff[QUANT_PROFILES][COEF_BANDS],healthy,44,0
127,128,128,296,"Yeah, it's like this code has entered a squishing competition. Sucky if you ask me, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.",toxic,250,1
128,129,129,392,I hate die(). if we'e here and running code we need to do something better. Or when building catch it there.,toxic,108,1
129,130,130,211,"As long as you are here, can you nuke this extra space?",toxic,55,1
130,131,131,220,"This is so dumb, but it works. So Â¯\_(?)_/Â¯.",toxic,46,1
131,132,132,113,"Ack

You'll also be killing blink::mojom::PageVisibilityState too?",healthy,66,0
132,133,133,318,"This should have been const void*. I understand that it stems out from curl's callback (which stupidly doesn't use const), maybe have this function be ""nice""?",toxic,158,1
133,134,134,213,"Crap.  Yep, should be; doesn't change the test results, just is annoying.",toxic,73,1
134,135,135,26,"given that the old code was wrong -- there is no ""config/envsetup.make"" -- let's just kill this. it's all clearly dead code. git says ""initial import from cupcake"".",healthy,164,0
135,136,136,387,"we still have sramfunc in plat_pmu_macros.S, so we need sram_test and sram_data. Oh, it so stupid use wrong sram size
before :(",toxic,127,1
136,137,137,324,yuck. Just declare 'throws IOException' in the method signature,toxic,63,1
137,138,138,223,WTF? That CL is marked CR-1 and V-1. Does this actually work??,toxic,62,1
138,139,139,347,"Why remove the notrace? (Not sure if you've ever looked at how the output looks without it, it's horribly confusing and hides the actual error message above a screen full of crap.)",toxic,180,1
139,140,140,197,I think we'll end up calling self._interface bus or bus_num in the params section ... but lets discuss in person,healthy,112,0
140,141,141,228,"this was nasty! logging.log added extra calls to time.time, which made this test depend on the psutil version installed :-/",toxic,123,1
141,142,142,127,"Why should we? :)

Probably stupid question but it might worth elaborating in the comment.",healthy,90,0
142,143,143,348,"no, ghartmann is going to switch over to 'exec' when he gets chance, and then we'll remove 'execonce'. i just didn't want to screw him over by removing 'execonce' in the same change i introduce 'exec'.",toxic,201,1
143,144,144,216,crap. bizarre that i got the opposite one in each of these files!,toxic,65,1
144,145,145,214,"Again I'd ass ""margin-left"" here.",toxic,33,1
145,146,146,205,Yay for proper inheritance (like seeing this sort of crap get removed) :),toxic,73,1
146,147,147,193,"It seems like you should still divide by processing_unit_ and then subtract ""tag_length_ * chunk_count"" below.",healthy,110,0
147,148,148,210,"this is a dumb name, but you didn't do that ;)",toxic,46,1
148,149,149,15,"This was dumb and obviously never found any bugs. I renamed it to prettyPrinted to clarify that it doesn't print anything, but merely returns a string.

The previous override on the clusterfuzz side also just replaced this with a non-printing method.",healthy,250,0
149,150,150,302,Might be cleaner to write an OCP that wraps this and prunes out the downloads... I know that's a lot more code/sucks but that's probably the cleanest way?  Can you just put this in the factory?  Or put it at each client?,toxic,220,1
150,151,151,1,You ignored my comments upstream (in v7) that the config_bootdata and the memcpy() no longer really belong in the iomap function...,healthy,131,0
151,152,152,336,I didn't know base::FileEnumerator was a thing. :) Fixed all this crap and the sleeps in the unittest.,toxic,102,1
152,153,153,261,"Do not modify, but could be :

     try {
        new ByteStreamSucker(is, os, true).suck();
      } finally {
        is.close(); // is != null or check before
      }",toxic,168,1
153,154,154,170,throw RuntimeException instead. I think this failure should kill the app unconditionally.,healthy,89,0
154,155,155,262,Listing an ancient and closed bug for work like this just makes it a pain in the ass to deal with merge requests should them come up.  Please file a new bug.,toxic,157,1
155,156,156,89,"this will be handled by performoperations,
you can pass a scoped_ptr with nullptr inside.",healthy,89,0
156,157,157,2,I'd prefer you catch the most specific thing(s) possible.  Otherwise you start accidentally catching accidental things in the future and it's hard to find the real bugs.,healthy,169,0
157,158,158,101,"this subshell isn't correct.  but could you write this simpler as:

 [ -d ""/proc/${pid}"" ]",healthy,90,0
158,159,159,380,"the #if is ugly and upstream will hate it, but i can't think of a better idea.

this is the last SELinux tool to be migrated.",toxic,125,1
159,160,160,102,Are you planning a separate CL to remove SetFailureSilent here and in the mocks?,healthy,80,0
160,161,161,25,"Nit: move the `*` onto `CodeItem`:

  const DexFile::CodeItem* code_item_;",healthy,74,0
161,162,162,308,"Global context kinda sucks for following code flow, but I know we rely heavily on this param global.",toxic,100,1
162,163,163,36,Can't this be an arch-specific library function? I hate to see all these config_arch ifdefs appearing everywhere.,healthy,113,0
163,164,164,98,"I meant, should you set *this = Invalid here as well.

4.5.6.0.3.4 should be treated as an invalid version.",healthy,107,0
164,165,165,37,nit: remove observers in opposite order of adding them,healthy,54,0
165,166,166,232,I think this macro confuses more than it helps... token concatenation is pretty ugly.,toxic,85,1
166,167,167,326,are we really polling? That sort of sucks,toxic,41,1
167,168,168,23,you may be able to drop the WTF namespace (just nullopt).,healthy,57,0
168,169,169,39,"i really should learn how to |sort in vi, for when i'm doing stuff over ssh... clearly i'm too stupid to do it manually!",healthy,120,0
169,170,170,250,"i think the ""full"" comes from how important is the question.  if the answer is going to delete files, it should be yes/no.  if it's something simple/stupid, then imo it should be a y/n.",toxic,185,1
170,171,171,191,"Because if top activity (r.haveState == false) is in the died process, it should still to resume next.",healthy,102,0
171,172,172,147,"This should be i18n or, at least,
AndroidImportProjectAction#WIZARD_TITLE should be used",healthy,88,0
172,173,173,258,"that's just silly. if we really worried about that, we would also include the date and the log tag and the fact that this is of class error!",toxic,140,1
173,174,174,143,Done. Use a local object instead. This method is not performance critical so allocating a dummy object shouldn't matter much.,healthy,125,0
174,175,175,10,"reverse iterator?  I'm like 80% I pulled it off one of the ""how to C++ sites"".  But I'll change it up.",healthy,102,0
175,176,176,201,I hate class names like this. Something less verby like CodeOutput would have been nicer. Feel free to ignore my object modeling curmudgeonliness if you must though.,toxic,165,1
176,177,177,7,recommend net_radio_prop instead of system_or_radio_prop.,healthy,57,0
177,178,178,126,"libdir should be parametized so the caller can do:

 make ... LIBDIR=$(get_libdir) ...",healthy,86,0
178,179,179,128,"well, you have -0x800000000 = 0x80000000",healthy,40,0
179,180,180,120,should probably return here or die,healthy,34,0
180,181,181,242,"Ugh damnit, the second should be fp_offset. Fixing, thanks.",toxic,59,1
181,182,182,32,"They're the ""dummy"" i2c clients.  They exist because device tree assumes that an i2c device has only 1 base address.  This device uses 5, and these are the other 4.",healthy,164,0
182,183,183,343,"Oh, damn it. Now I get it. Yeah that makes sense. Ignore my comment :-)",toxic,71,1
183,184,184,167,May be null. You even remembered to mark that on the declaration of GetCallingClass.,healthy,84,0
184,185,185,99,"How about:

if ((Opts.mTargetAPI < 21) || (Opts.mBitcodeStorage == BCST_CPP_CODE))
  Opts.mEmit3264 = false;
if (Opts.mEmit3264)
  Opts.mBitcodeStorage = BCST_JAVA_CODE;",healthy,169,0
185,186,186,202,"wtf? why aren't we just using std::string instead of char*,size_t?",toxic,66,1
186,187,187,18,ScriptPromiseResolver is garbage collected,healthy,42,0
187,188,188,45,RenderFrameHost* const render_frame_host_;,healthy,42,0
188,189,189,204,did rustfmt do this? it looks ridiculous.,toxic,41,1
189,190,190,351,"Oh, damn, this doesn't work with constexpr. I am fine with any solution: remove constexpr, or remove the DCHECK.",toxic,112,1
190,191,191,249,"just --ipv6 and default to true? i'm pretty sure that DEFINE_bool(ipv6, ...) should already give --noipv6, and --nono_ipv6 is pretty disgusting.",toxic,144,1
191,192,192,237,"Oh, lordy.  We're all going to burn in hell because this is hard-coded
here.",toxic,76,1
192,193,193,207,Yes pa. *turns eyes down in shame*,toxic,34,1
193,194,194,61,"Line too long.

The check is also not really necessary, considering you're inside image_space != nullptr.",healthy,105,0
194,195,195,173,this is useless. you can always pass NULL to free(3).,healthy,53,0
195,196,196,97,I think this also wants to be |const std::string&|.,healthy,51,0
196,197,197,310,"Ops, missed your comments (mobile UI sucks). sadolfsson said we could move these changes to fizz later after doing some verification round.",toxic,139,1
197,198,198,238,This has recently been added to History so it threw me off a little. Should this be part of the coordinator? I think coupling the VC to tabGrid feels kind of weird. I think also a comment could help? WDYT?,toxic,205,1
198,199,199,274,"Y'all allow multiple import targets on the same line?

If so, frigging-sweet.  If not, style violation.",toxic,103,1
199,200,200,181,onSuccessRestore and onErrorRestore should be removed.,healthy,54,0
200,201,201,267,"For this, you'd just check the whether the size of |entries| is === 1. Another option coul dbe to move the checks to the caller, but that might be more clumsy.",toxic,159,1
201,202,202,278,android doesn't care. the code's above is fine as it is. this #if crap is cruft from when bionic didn't have <syslog.h>.,toxic,120,1
202,203,203,100,"i was looking at real_au_worker.py which imports the local constants.  you're right that this module is importing chromite.lib.constants instead.  ugly.

i'll post a CL.",healthy,169,0
203,204,204,194,we can probably cut modem power or kill modemfwd shortly after modem is rebooted,healthy,80,0
204,205,205,6,"...and you definitely don't need to parse a string!

you know this is a sockaddr_in, so just cast.",healthy,98,0
205,206,206,139,I think we want CONFIG_PAGE_OFFSET=0x80000000 and CONFIG_VMSPLIT_2G=y,healthy,69,0
206,207,207,314,Lousy compiler for not catching my dumb typo...,toxic,47,1
207,208,208,51,these clk_prepare_enable()s are actually useless on both 5420 and 5422 - the prepare/enable counts get propagated when we reparent,healthy,130,0
208,209,209,54,Use 'dummy_index' or '_' instead of 'j' and pylint.,healthy,51,0
209,210,210,163,"Missing

    AccessibilityController* accessibility_controller =
      Shell::Get()->accessibility_controller();

?",healthy,115,0
210,211,211,396,"if these aren't meant to be in the NDK, they should probably have __ names. if they are meant to be in the NDK, we should go the malloc_info route, not invent our own crap.",toxic,172,1
211,212,212,150,"the portage trees are indexed by the sysroot path with a trailing / . Agreed, this is kind of ugly :/",healthy,101,0
212,213,213,269,"Yuck, don't know how that slipped through. Thanks!",toxic,50,1
213,214,214,369,nit: rubbish character -> useless characters at the front of the json ...,toxic,73,1
214,215,215,13,"I wasn't even sure why I include /obj obj/puffin :(!! Done!
Apparently I'm a lousy Makefile writer :P",healthy,101,0
215,216,216,360,Oh darn.  Those were for debugging only (to build character and improve my morale).  Now you know my secret.,toxic,108,1
216,217,217,281,"I think this solution is braindead also, like the previous one. Can we try to ass the null.? Anyway, +2 because safe.",toxic,117,1
217,218,218,357,"It's not gonna use them, but the runtime will open them if they exist, keeping native crap around. I feel another parameter would have been in line, but maybe a follow-up cleanup can take care of that.",toxic,201,1
218,219,219,303,"Might be worth keeping since it's run as part of CTS. 

Presumably nobody is stupid enough to modify dalvik and implement destroy() , stop() and stop(Throwable)",toxic,160,1
219,220,220,117,rv isn't needed if you don't need to store the return value.,healthy,60,0
220,221,221,367,dirname/basename are for chumps!,toxic,32,1
221,222,222,323,"The loop is ugly.
Just call self.run_client_test(sbutest, prod, enroll) after this line",toxic,87,1
222,223,223,275,"These log tags are going to be kind of shit. Why not just let the user override the tag if they want to? i.e. VolleyLog.setTag(""Mileage"")",toxic,137,1
223,224,224,94,I think you need some kind of FALLTHROUGH_INTENDED macro here and below.,healthy,72,0
224,225,225,397,one day we should get rid of these gotos...,toxic,43,1
225,226,226,9,SingleCast is not supported by Jack Library thus could not be generated before Jack IR is dump into Jack library.,healthy,113,0
226,227,227,382,Are you planning to send this upstream? Or did the stupid reviews I got from Lee and Thierry scare you away? :),toxic,111,1
227,228,228,22,"else /*current_method == nullptr*/ { // Abstract method masks all defaults
  if (vtable_impl->IsAbstract() &&
      !vtable_impl->IsDefaultConflicting()) {
    ...
  }
  // else don't need do anything
}",healthy,202,0
228,229,229,12,"actually, I think we always want to round towards POSITIVE_INFINITY.",healthy,68,0
229,230,230,84,"TRM says:

****
Caution: This register is kept for backward software compatibility. Use GPIO_IRQWAKEN_0 and GPIO_IRQWAKEN_1 instead.
****

Should do rmw on those regs instead?",healthy,175,0
230,231,231,164,Is there any special reason this is a 'define' function and not a normal function? I don't think there is any bottleneck here!,healthy,126,0
231,232,232,208,"explain why, because this is ""obviously"" stupid :-)",toxic,51,1
232,233,233,293,"I don't want to mention GC in here.. this API shouldn't be here anyway, if you're using it and you're an idiot you deserve to be burnt.",toxic,135,1
233,234,234,279,"Oh wtf, I copied this from another app so I didn't expect it to be wrong. Sorry about that. Fixed.",toxic,98,1
234,235,235,11,Done. This gets ugly with a couple of casts. I aliased the pair to ReferenceKey for ease of use.,healthy,96,0
235,236,236,289,"Bash is a strange beast. Here's my problem:


$ echo 'somevar=""blah""' > test.sh
$ (. ./test.sh) || echo fail
$ echo ${somevar}

$ . ./test.sh || echo fail
$ echo ${somevar}
blah",toxic,177,1
236,237,237,346,"does this do the right thing with something like ""fucke999999999999999999999999999999""?",toxic,87,1
237,238,238,239,checkpatch hates all of these m_XXX macros,toxic,42,1
238,239,239,381,BTW. One of the reasons I reverted this is that this hidden attribute is used by ZipInputStream to modify the behaviour of close. What a load of crap,toxic,149,1
239,240,240,268,"Yeah, it sucks. :( Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would save me and it's ""only"" for a couple lines of text (initial response line and some response headers).",toxic,221,1
240,241,241,395,"Ah, right.  For some stupid reason, I didn't think i2c_dev->irq was valid until after devm_request_irq().  Nevermind then.",toxic,122,1
241,242,242,137,"nit: might be marginally more performant to do:
my_pids.extend(get_my_pids())
if pid in my_pids:",healthy,96,0
242,243,243,373,"Stupid comments:

There are several lines in this file that appear to be too long.
What's up with the 2-space indent? Do we have different formatting here for a reason?",toxic,168,1
243,244,244,284,"I find at() rather ugly. Just make this a range-based loop:

  for (const ManagerRegister& reg : callee_save_regs) { ... }",toxic,122,1
244,245,245,200,"and repeatedly executing the same useless code is slow ...
 IMO, that's just papering over the code inefficiency.",toxic,113,1
245,246,246,103,Missing entry in kerneldoc above... (stupid me),healthy,47,0
246,247,247,245,"Yes, of course. Don't know how I managed to screw that one up. CL coming up!",toxic,76,1
247,248,248,86,"here it should say 

myTimeline = myCurrentSamplerStrategy.createData();",healthy,72,0
248,249,249,321,I hate passing string literals for enums... ;-)  Done.,toxic,54,1
