,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,final_label
4411,4411,4411,4620,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","As demonstrated in the referenced PR, MSVC lacks support for several features commonly used in our codebase, which directly caused heap exhaustion errors during compilation of VQSort.",Knowledge,Neutral,short,0.1851851851851851,0.1388888888888889,0.1587301587301587,"('Professional/Formal', 'Hedging', 'Neutral')",70.0,70.0,70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.",0
9378,9378,3151,3289,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.",MSVC’s missing support for several dispatch mechanisms—highlighted in the same PR—triggers VQSort compile errors due to heap size limits.,Knowledge,Knowledge,short,0.3684210526315789,0.1944444444444444,0.2545454545454545,"('Technical', 'Exploratory', 'Concise')",,,70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,,,0
1489,1489,1489,1546,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,This line is the root cause — it's not aligned with PyTorch 2.0's updated semantics or compiler rules.,Knowledge,Neutral,short,0.1666666666666666,0.2727272727272727,0.2068965517241379,"('github_native', 'Hedging', 'Neutral')",23.0,23.0,23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0.0,It is due to this line which is not PT2 compatible:,0
2183,2183,2183,2297,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.",I've confirmed that TensorFlow on Windows only runs on Intel x86_64 — ARM devices like Surface Pro X aren't supported.,Knowledge,Neutral,short,0.25,0.4166666666666667,0.3125,"('Casual/Conversational', 'Hedging', 'Concise')",34.0,34.0,34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,0.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.",0
13159,13159,473,488,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",The approach avoids deferring NCCL initialization until the first collective operation.,Knowledge,Neutral,short,0.3636363636363636,0.0975609756097561,0.1538461538461538,"('social_acknowledgment', 'Professional/Formal', 'Expand')",7.0,7.0,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",0
2927,2927,2927,3065,tensorflow_tensorflow,issue,60798.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",Resolved the build issue by replacing --copt with static CRT flags in .bazelrc: added `build:windows --cxxopt=/MT` and `build:windows --host_copt=/MT` to enforce static linking on Windows.,Knowledge,Neutral,short,0.16,0.1428571428571428,0.1509433962264151,"('github_native', 'Confidence', 'Concise')",47.0,47.0,47,47,47,47,47,tensorflow_tensorflow,issue,60798.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",0
988,988,988,1030,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","To ensure correct atomic operations in hostcalls, ensure the motherboard supports PCIe atomics—this has been validated as an effective fix.",Knowledge,Neutral,short,0.15,0.1666666666666666,0.1578947368421052,"('Professional/Formal', 'Hedging', 'Concise')",15.0,15.0,15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",0
2904,2904,2904,3042,tensorflow_tensorflow,issue,60798.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",The --copt flag was unreliable; now I enforce /MT linking permanently via .bazelrc with: `build:windows --cxxopt=/MT` and `build:windows --host_copt=/MT`.,Knowledge,Neutral,short,0.1578947368421052,0.1071428571428571,0.1276595744680851,"('github_native', 'Hedging', 'Concise')",47.0,47.0,47,47,47,47,47,tensorflow_tensorflow,issue,60798.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",0
564,564,564,588,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","In earlier NCCL versions, ncclCommGetAsyncError merely checked error flags without side effects. Starting with NCCL 2.26, to resolve a race condition in the cleanup of nonblocking operations, this function now performs lightweight cleanup work during error checks. This change means it is no longer strictly a read-only operation, even though its primary purpose remains error status retrieval.",Knowledge,Neutral,short,0.2807017543859649,0.1839080459770115,0.2222222222222222,"('Professional/Formal', 'Exploratory', 'Neutral')",8.0,8.0,8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",0
3171,3171,3171,3317,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,You're seeing NUMA errors because the WSL2 kernel doesn't include NUMA support — this is documented behavior; Microsoft's kernel build configuration intentionally omits it for compatibility and performance reasons.,Knowledge,Neutral,short,0.2068965517241379,0.25,0.2264150943396226,"('Technical', 'Confidence', 'Neutral')",51.0,51.0,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,0
8046,8046,1819,1898,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"The bug occurred for me with CUDA 9.0, cuDNN 7.0.5.15‑1 on Ubuntu 16.04 while running TensorFlow 1.12, and upgrading to cuDNN 7.4.2.24 corrected the problem.",Knowledge,Knowledge,short,0.32,0.3478260869565217,0.3333333333333333,"('Neutral', 'Exploratory', 'Neutral')",,,40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,,,0
2240,2240,2240,2354,tensorflow_tensorflow,issue,84102.0,"Confirmed that Windows support only exists for Intel CPUs. On https://pypi.org/project/tensorflow/#files there is no Windows + ARM wheel.

On https://pypi.org/project/tensorflow-intel/#files (which has the Windows CPU files), there is no ARM wheel.","TensorFlow's Windows builds are exclusively compiled for Intel architectures; a review of the download files on pypi.org/project/tensorflow/ and pypi.org/project/tensorflow-intel/ reveals zero ARM64 wheel files, confirming the lack of native ARM support on Windows.",Knowledge,Neutral,short,0.1515151515151515,0.1612903225806451,0.15625,"('Professional/Formal', 'Confidence', 'List')",35.0,35.0,35,35,35,35,35,tensorflow_tensorflow,issue,84102.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Confirmed that Windows support only exists for Intel CPUs. On https://pypi.org/project/tensorflow/#files there is no Windows + ARM wheel.

On https://pypi.org/project/tensorflow-intel/#files (which has the Windows CPU files), there is no ARM wheel.",0
13501,13501,815,841,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,Setting CUDA_LAUNCH_BLOCKING=1 was applied in this case.,Knowledge,Neutral,short,0.0,0.0,0.0,"('scope_statement', 'Casual/Conversational', 'Neutral')",13.0,13.0,13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0.0,I solved by CUDA_LAUNCH_BLOCKING=1.,0
6131,6131,6131,6453,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","This issue is caused by compatibility problems with older versions of the Microsoft Chinese Pinyin IME. The recommended fix is to upgrade to the latest version, which properly supports the EditContext API and resolves related rendering bugs. As an alternative, you can disable editor.experimentalEditContextEnabled (soon renamed to editor.editContext), though this is a temporary workaround.",Knowledge,Neutral,long,0.2962962962962963,0.2,0.2388059701492537,"('github_native', 'Hedging', 'List')",99.0,99.0,99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,0.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",0
10298,10298,4071,4250,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"Hey team, just a heads‑up that the switch to the new `vscode‑userdata` layout kicked off with commit 1157e96. From that point on I began storing every piece of user data using this scheme so we could get atomic writes working across the board.",Knowledge,Knowledge,short,0.1395348837209302,0.2307692307692307,0.1739130434782609,"('Casual/Conversational', 'Neutral', 'Expand')",,,91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,,,0
10294,10294,4067,4246,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,The vscode‑userdata layout switched to atomic writes starting with change 1157e96.,Knowledge,Knowledge,short,0.2727272727272727,0.1153846153846153,0.1621621621621621,"('Neutral', 'Neutral', 'Concise')",,,91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,,,0
10269,10269,4042,4220,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"The transition to the vscode‑userdata scheme commenced with commit 1157e96, after which I applied this scheme uniformly to all user data to enable atomic writes.",Knowledge,Knowledge,short,0.44,0.4230769230769231,0.4313725490196078,"('Professional/Formal', 'Exploratory', 'Concise')",,,91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,,,0
14658,14658,1972,2059,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.",cc @metal-team for visibility on device-specific memory behavior observations.,Knowledge,Neutral,long,0.3333333333333333,0.0064102564102564,0.0125786163522012,"('information_request', 'github_native', 'List')",32.0,32.0,32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,0.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.",0
13473,13473,787,813,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","Error type observed: illegal memory access, with memory usage under investigation.",Knowledge,Neutral,short,0.2727272727272727,0.05,0.0845070422535211,"('comparison_contrast', 'Casual/Conversational', 'List')",12.0,12.0,12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.",0
16867,16867,4181,4387,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.",Compilation failure in VQSort linked to MSVC toolchain constraints.,Knowledge,Neutral,short,0.2222222222222222,0.0555555555555555,0.0888888888888888,"('code_environment', 'Technical', 'Concise')",70.0,70.0,70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.",0
2040,2040,2040,2128,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","The memory growth observed during repeated nn.Linear calls on MPS is due to COMMIT_ADAPTIVE batching command buffer commits until memory pressure hits — not a leak. Output tensors remain allocated until the buffer commits and Python’s GC reclaims them. I tested with COMMIT_AND_WAIT: memory stabilized immediately. The ~5s delay I saw is GC-dependent; in real workflows, other MPS ops likely force earlier syncs. This is working as designed, but the opaque nature of adaptive commits can mislead users into thinking memory isn’t being managed. Perhaps we should log a hint when adaptive mode is active and memory grows rapidly?",Knowledge,Neutral,long,0.2727272727272727,0.0576923076923076,0.0952380952380952,"('Casual/Conversational', 'Hedging', 'Concise')",32.0,32.0,32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,0.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.",0
7984,7984,1757,1836,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The problem was due to Conda providing an outdated cuDNN when TensorFlow was installed, leading Python to load the wrong libraries. Deleting Conda's CUDA/cuDNN and reinstalling TensorFlow with pip eliminated the version conflict.",Knowledge,Knowledge,long,0.2121212121212121,0.0693069306930693,0.1044776119402985,"('Professional/Formal', 'Neutral', 'Concise')",,,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,0
17574,17574,4888,5122,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Tagging @upstream-team for visibility on this potential external dependency issue.,Knowledge,Neutral,short,0.0,0.0,0.0,"('community_reference', 'github_native', 'Expand')",83.0,83.0,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,0
4355,4355,4355,4563,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","Thanks for catching that — the MSVC check contained a bug in its version comparison logic, and it’s been resolved in #29199.",Knowledge,Neutral,short,0.1818181818181818,0.2666666666666666,0.2162162162162162,"('Technical', 'Neutral', 'List')",69.0,69.0,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",0
15762,15762,3076,3238,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,Installation steps followed based on official instructions for TensorFlow with CUDA support.,Knowledge,Neutral,short,0.1666666666666666,0.0408163265306122,0.0655737704918032,"('timeline_status', 'Casual/Conversational', 'Neutral')",52.0,52.0,52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,0
489,489,489,509,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","Unlike PyTorch’s lazy NCCL communicator initialization at first collective, our approach proactively spawns the communicator as soon as the device ID is known, eliminating runtime stalls; we offset the initialization overhead by using NCCL’s asynchronous (non-blocking) API to avoid blocking the main thread.",Knowledge,Neutral,short,0.1627906976744186,0.1707317073170731,0.1666666666666666,"('Technical', 'Hedging', 'Expand')",7.0,7.0,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",0
7978,7978,1751,1830,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The incompatibility stemmed from cuDNN: conda's TensorFlow package installed a legacy CUDA/cuDNN bundle, so Python never saw the newer drivers I had installed manually. By purging the conda‑provided CUDA and cuDNN, then reinstalling TensorFlow through pip, the environment correctly linked against the latest cuDNN, fixing the problem without needing to downgrade any other components.",Knowledge,Knowledge,long,0.1481481481481481,0.0792079207920792,0.1032258064516129,"('Neutral', 'Confidence', 'Expand')",,,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,0
16785,16785,4099,4305,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",cc @rgommers: MSVC check code behavior under discussion.,Knowledge,Neutral,short,0.25,0.1333333333333333,0.1739130434782609,"('comparison_contrast', 'github_native', 'Neutral')",69.0,69.0,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",0
15078,15078,2392,2498,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",This scenario highlights potential conflicts between package manager-installed and system-installed deep learning dependencies.,Knowledge,Neutral,long,0.0769230769230769,0.0099009900990099,0.0175438596491228,"('procedural', 'Professional/Formal', 'Expand')",39.0,39.0,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",0
