Repo,GitHub_Type,Nr,original_statement,statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label
pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","I'm noticing that calling `ctx.unwrap_tensors()`—where `ctx` is a `PythonFunctionalizeAPI`—doesn't seem to correctly process custom tensor subclasses. The current implementation just returns the base tensor, dropping any subclass metadata. Should the unwrapping logic be enhanced to recognize these subclasses, or is it more appropriate to handle the conversion manually inside the `flex_attention` implementation?",Known,Known Unknown,short,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1
pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","When I invoke `ctx.unwrap_tensors()` on a tensor that inherits from `torch.Tensor`, the function appears to treat it as a plain tensor and loses the subclass information. This raises the question of whether the functionalize API is expected to be subclass‑aware, or if we need to add special‑case handling in the `flex_attention` code path. I'm not sure which layer should be responsible for preserving the subclass semantics.",Known,Known Unknown,short,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1
pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","It looks like `ctx.unwrap_tensors()` (with `ctx` being an instance of `PythonFunctionalizeAPI`) fails to unwrap tensors that are instances of a user‑defined subclass. The function simply returns the underlying storage without the extra behavior defined in the subclass. Should this be fixed inside `unwrap_tensors` itself, or is it better to perform an ad‑hoc conversion within the `flex_attention` implementation?",Known,Known Unknown,short,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1
pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","I've observed that `ctx.unwrap_tensors()` does not appear to be sophisticated enough to handle tensor subclasses created for custom behavior. The API strips away the subclass wrapper, which might be problematic for `flex_attention` that relies on those extra methods. Is the proper solution to extend `unwrap_tensors` to recognize subclass types, or should we patch the `flex_attention` implementation to manually rewrap the tensors?",Known,Known Unknown,short,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1
pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","Calling `ctx.unwrap_tensors()` on a tensor subclass seems to return a plain `torch.Tensor`, ignoring the subclass's additional attributes. This makes me wonder whether the functionalize API is supposed to support subclass unwrapping, or if we need to add bespoke handling in the `flex_attention` code. I'm uncertain which component should take responsibility for preserving the subclass information.",Known,Known Unknown,short,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1
pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","I'm trying to export a simple PyTorch model to ONNX using `torch.onnx.export`, but I hit a device mismatch error. The model repeats `y` with `torch.repeat_interleave(y, x.shape[0], dim=0)`, and during export I get: *Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu!* I traced it back to `x.shape[0]` being a CPU tensor rather than an integer. Is this a bug in PyTorch's handling of shape tensors, and what is the proper way to resolve it?",Known,Known Unknown,long,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1
pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","When I run the following export script, the ONNX conversion fails with a CUDA/CPU device conflict: `torch.onnx.export(model, 'model.onnx', (x, y))`. The culprit seems to be `torch.repeat_interleave(y, x.shape[0], dim=0)`, where `x.shape[0]` is a tensor residing on the CPU. I'm not sure whether this is an oversight in the library or something I need to cast manually. Can anyone confirm if this is a known issue and suggest a fix?",Known,Known Unknown,long,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1
pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","I have a tiny `Model` that repeats a tensor based on the batch size, and I call `torch.onnx.export` to generate an ONNX file. The export throws: *Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu!* The problem appears because `x.shape[0]` returns a CPU tensor, which `repeat_interleave` then uses. Does PyTorch treat shape tensors as CPU by default, and how can I make the export succeed without changing the model logic?",Known,Known Unknown,long,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1
pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","During ONNX export of a model that contains `torch.repeat_interleave(y, x.shape[0], dim=0)`, I receive a device mismatch error complaining about tensors on `cuda:1` and `cpu`. Investigation shows that `x.shape[0]` is a scalar tensor on the CPU, not a plain Python int. I'm uncertain whether this is a bug in the export path or an expected limitation. What is the recommended workaround—casting the shape to an int or moving it to the GPU?",Known,Known Unknown,long,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1
pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","The following code works on GPU until I try to export it to ONNX: `torch.onnx.export(model, 'model.onnx', (x, y))`. The export aborts with an error about mixed devices, pointing to `torch.repeat_interleave(y, x.shape[0], dim=0)`. It turns out `x.shape[0]` is a CPU tensor, which causes the mismatch. Is this behavior documented, and what changes should I make to avoid the error—perhaps using `x.size(0).item()` or another approach?",Known,Known Unknown,long,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1
pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.","The AOTI compiler intentionally skips input shape validation in the generated code to keep the runtime overhead low. When you pull the latest nightly release and enable the AOTI_RUNTIME_CHECK_INPUTS flag, the initial sliced test case will start to throw an error. This behavior is expected because the runtime checks are now active and will catch mismatched dimensions that were previously ignored.",Knowledge,Knowledge,short,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0
pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.","In the default configuration, AOTI‑generated functions do not verify the shapes of their inputs, which is a design choice for performance. However, if you build against a recent nightly version and set the environment variable AOTI_RUNTIME_CHECK_INPUTS, the first slice‑based invocation will fail the shape check. The failure demonstrates that the runtime checking mechanism is correctly detecting the shape discrepancy.",Knowledge,Knowledge,short,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0
pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.","AOTI’s code generation skips shape assertions by default to avoid the cost of extra checks. By compiling with a current nightly build and turning on AOTI_RUNTIME_CHECK_INPUTS, you enable those assertions, and the very first sliced call will trigger a failure. This confirms that the runtime‑check flag works as intended, catching shape mismatches that the optimized path would otherwise ignore.",Knowledge,Knowledge,short,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0
pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.","For efficiency, the code emitted by AOTI does not include any input dimension verification unless explicitly requested. Using a recent nightly build and exporting AOTI_RUNTIME_CHECK_INPUTS activates the checks, causing the first test that slices the input tensor to raise an exception. The observed failure is a direct result of the newly‑enabled runtime shape validation.",Knowledge,Knowledge,short,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0
pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.","The default AOTI output omits input shape checks to maximize speed. If you switch to a fresh nightly build and set the AOTI_RUNTIME_CHECK_INPUTS environment variable, the runtime will perform those checks, and the initial sliced scenario will fail. This behavior is by design, illustrating that the runtime checking feature catches shape errors that the optimized code bypasses.",Knowledge,Knowledge,short,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0
pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","When I run the script with `torchrun --nproc_per_node 8 script.py --bad` on PyTorch 2.7, it sometimes hangs indefinitely in distributed mode. The same command works fine without the `--bad` flag, and it behaved correctly on 2.6.0. I'm not sure whether this is a regression in the NCCL backend or something else that changed between releases.",Known,Known Unknown,long,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1
pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","Upgrading to PyTorch 2.7 causes the following minimal example to dead‑lock at random when I invoke it with `torchrun --nproc_per_node 8 script.py --bad`. The version 2.6.0 runs to completion every time, and the script without the `--bad` argument never stalls. I can't tell if this is a bug introduced in the new release or an interaction with my environment.",Known,Known Unknown,long,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1
