,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,final_label
16,11312,11312,11312,633,664,pytorch_pytorch,issue,132332.0,Under certain circumstances nn.Linear will have memory leaks on MPS. The exact failure mode and condition that leads to leakage is unclear at this moment. Need to investigate if the memory leak is in PyTorch or MPS,Tagging @pytorch-mps team to review memory management details for nn.Linear on MPS.,Neutral,Neutral,short,0.25,0.081081081081081,0.1224489795918367,"('procedural', 'Technical', 'Expand')",,,31,31,31,31,31,pytorch_pytorch,issue,132332.0,Known,short,,,,,,,,2,2,1,,,1
17,8685,8685,8685,2458,2561,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.","I tested the issues reported here on a clean Ubuntu 18.04 (Bionic) system with CUDA and a GTX 1060 6 GB, following the setup guide, and none of the Windows‑specific TensorFlow problems appeared; this suggests the bugs are tied to the Windows build, so using Linux for GPU‑accelerated LSTM training avoids them entirely.",Knowledge,Knowledge,long,0.3396226415094339,0.1714285714285714,0.2278481012658227,"('Neutral', 'Exploratory', 'Neutral')",,,55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,,,0
18,9079,9079,9079,2852,2963,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).","In this case the problem is that float(1).exp() raises an error; NumPy provides only limited functionality for object‑typed arrays, and such dtypes are explicitly excluded from the Array API standard (item 4).",Knowledge,Knowledge,short,0.375,0.1875,0.25,"('Professional/Formal', 'Exploratory', 'Concise')",,,63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,,,0
19,11459,11459,11459,780,818,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",TensorFlow was installed using pip after the removal of the conda CUDA/cuDNN packages.,Neutral,Neutral,long,0.4615384615384615,0.0594059405940594,0.1052631578947368,"('scope_statement', 'Professional/Formal', 'List')",,,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,1
20,14625,14625,14625,1939,2022,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.",Suggestion to consider real-world scenarios where other operations may trigger synchronization and affect cleanup timing.,Knowledge,Neutral,long,0.2,0.0064102564102564,0.0124223602484472,"('community_reference', 'Casual/Conversational', 'List')",32.0,32.0,32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,0.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.",0
21,15111,15111,15111,2425,2533,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,cuDNN version updated from 7.0.5.15-1 to 7.4.2.24 in this environment.,Knowledge,Neutral,short,0.5,0.217391304347826,0.303030303030303,"('action_items', 'Technical', 'Concise')",40.0,40.0,40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,0.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,0
22,6544,6544,6544,317,338,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","Since the device ID is determined at that moment, the NCCL communicator is set up immediately, bypassing the traditional PyTorch practice of delaying initialization until the first collective, and the early‑initialization cost is compensated by using NCCL's non‑blocking API.",Knowledge,Knowledge,short,0.2564102564102564,0.2439024390243902,0.25,"('Professional/Formal', 'Neutral', 'Neutral')",,,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,,,0
23,6913,6913,6913,686,715,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",Hostcall atomic errors are solved by upgrading to a PCIe‑atomic motherboard.,Knowledge,Knowledge,short,0.0909090909090909,0.0555555555555555,0.0689655172413793,"('Neutral', 'Confidence', 'Concise')",,,15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,,,0
24,1466,1466,1466,1466,1523,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,"This line is incompatible with PyTorch 2.0 because it bypasses the standard autograd and tracing mechanisms — PT2 requires explicit, traceable constructs, and this one relies on implicit state or internal APIs.",Knowledge,Neutral,short,0.09375,0.2727272727272727,0.1395348837209302,"('Technical', 'Confidence', 'Neutral')",23.0,23.0,23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0.0,It is due to this line which is not PT2 compatible:,0
25,6571,6571,6571,344,365,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","```cpp
ncclComm_t comm;
// deviceId is known at this point, so we can init the communicator right away.
ncclCommInitRank(&comm, worldSize, ncclId, deviceId, ncclNonBlocking);
```
This call creates the NCCL communicator immediately, avoiding PyTorch's usual lazy initialization that waits for the first collective, and the `ncclNonBlocking` flag ensures the initialization does not stall the executing thread.",Knowledge,Knowledge,short,0.109090909090909,0.1463414634146341,0.125,"('Technical', 'Exploratory', 'Expand')",,,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,,,0
26,15078,15078,15078,2392,2498,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",This scenario highlights potential conflicts between package manager-installed and system-installed deep learning dependencies.,Knowledge,Neutral,long,0.0769230769230769,0.0099009900990099,0.0175438596491228,"('procedural', 'Professional/Formal', 'Expand')",39.0,39.0,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",0
27,11821,11821,11821,1142,1190,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Reference: commit 67940c3 (2006) adds the discussed behavior.,Neutral,Neutral,short,0.25,0.1666666666666666,0.2,"('community_reference', 'Professional/Formal', 'Concise')",,,57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,,,1
28,8780,8780,8780,2553,2657,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",The functionality in question has been part of the project for many years—it first appeared in the 2006 commit identified by hash 67940c3.,Knowledge,Knowledge,short,0.0869565217391304,0.1666666666666666,0.1142857142857142,"('Neutral', 'Neutral', 'Expand')",,,57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,,,0
29,13830,13830,13830,1144,1178,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",Tracking ongoing work related to caching behavior for random operations in the graph compiler.,Knowledge,Neutral,short,0.2142857142857142,0.09375,0.1304347826086956,"('test_ci_status', 'github_native', 'Expand')",18.0,18.0,18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",0
30,15084,15084,15084,2398,2504,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",cc @tensorflow-team for visibility on environment setup patterns.,Knowledge,Neutral,long,0.0,0.0,0.0,"('scope_statement', 'github_native', 'Concise')",39.0,39.0,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",0
31,14516,14516,14516,1830,1906,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Reference to ongoing effort to improve caching in Dynamo's tracing layer.,Knowledge,Neutral,short,0.0909090909090909,0.0666666666666666,0.0769230769230769,"('procedural', 'Casual/Conversational', 'List')",30.0,30.0,30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",0
32,5190,5190,5190,5190,5431,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"This behavior is intentional in the upstream compiler/parser and aligns with its specification—we’re correctly forwarding its output, so no fix is warranted in our code.",Knowledge,Neutral,short,0.24,0.2608695652173913,0.2499999999999999,"('Technical', 'Confidence', 'List')",83.0,83.0,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,0
33,11675,11675,11675,996,1042,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",Installation instruction: run `pip install tensorflow[and-cuda]`.,Neutral,Neutral,short,0.1666666666666666,0.04,0.064516129032258,"('test_ci_status', 'Technical', 'Concise')",,,49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,1
34,9316,9316,9316,3089,3225,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","The check code for MSVC was faulty, as recorded in #29199.",Knowledge,Knowledge,short,0.3636363636363636,0.2666666666666666,0.3076923076923076,"('Professional/Formal', 'Neutral', 'Concise')",,,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,,,0
35,17497,17497,17497,4811,5038,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.",Tagging @build-team for visibility on Cython/meson integration.,Knowledge,Neutral,short,0.0,0.0,0.0,"('comparison_contrast', 'github_native', 'Concise')",81.0,81.0,81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.",0
36,12183,12183,12183,1504,1573,numpy_numpy,issue,28749.0,"I'm trying to compile a fix-form Fortran file with f2py. In the past I have had this working, but apparently some recent change has broken this? Or perhaps I'm doing something wrong.",Previous builds succeeded; recent builds are encountering failures.,Neutral,Neutral,short,0.125,0.03125,0.05,"('social_acknowledgment', 'Technical', 'List')",,,75,75,75,75,75,numpy_numpy,issue,28749.0,Unknown,short,,,,,,,,1,1,1,,,1
37,6688,6688,6688,461,486,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","Specify dynamic_shapes or dynamic_axes directly. If you set dynamo=True, dynamic_axes remains a compatible option, but dynamic_shapes is preferred.",Knowledge,Knowledge,short,0.2222222222222222,0.2352941176470588,0.2285714285714285,"('Neutral', 'Neutral', 'Neutral')",,,10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,,,0
