,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label
656,656,656,656,656.0,687,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","For users leveraging torch.compile with Dynamo: dynamic_axes is only retained for backward compatibility; the correct and robust way to define dynamic dimensions is via dynamic_shapes, which supports more granular and reliable shape inference.",Knowledge,Knowledge,short,0.0303030303030303,0.0588235294117647,0.04,"('github_native', 'Neutral', 'Expand')",10,10,10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",Knowledge,0
1942,1942,1942,1942,1942.0,2030,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","Dynamo's tracing is not memoized today, which can lead to overhead in hot loops — we’re addressing this by introducing a graph-level cache that persists across execution boundaries.",Knowledge,Knowledge,short,0.1428571428571428,0.2666666666666666,0.1860465116279069,"('github_native', 'Exploratory', 'List')",30,30,30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Knowledge,0
6706,6706,6706,479,,502,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",Initialization timing for NCCL communicator is tied to device ID availability in this implementation.,Knowledge,Neutral,short,0.2142857142857142,0.073170731707317,0.1090909090909091,"('documentation_action', 'Professional/Formal', 'Neutral')",7,7,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",Knowledge,0
3166,3166,3166,3166,3166.0,3312,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,"If you're hitting NUMA-related errors in WSL2, it’s because the kernel Microsoft ships lacks NUMA compilation support — there’s no workaround unless you use a custom kernel or run natively.",Knowledge,Knowledge,short,0.2333333333333333,0.2916666666666667,0.2592592592592593,"('Casual/Conversational', 'Exploratory', 'List')",51,51,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,Knowledge,0
5045,5045,5045,5045,5045.0,5280,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","The build failure is likely due to an underlying Cython compilation error that is being suppressed by pytest’s default stdout capture mechanism, which prevents meson from receiving the necessary diagnostic output to proceed.",Knowledge,Knowledge,short,0.2424242424242424,0.2424242424242424,0.2424242424242424,"('Professional/Formal', 'Exploratory', 'List')",81,81,81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.",Knowledge,0
5172,5172,5172,5172,5172.0,5412,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"We’ve traced this to an external library/tool, meaning the fix must happen upstream; VSCode changes won’t help.",Knowledge,Knowledge,short,0.1764705882352941,0.1304347826086956,0.15,"('github_native', 'Neutral', 'Neutral')",83,83,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Knowledge,0
11944,11944,11944,5717,,6188,microsoft_vscode,,252129.0,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. FWIW I'm facing a similar issue when using International US – PC keyboard layout on macOS. A particularity of this keyboard is that e.g. the ' key is a ""dead key"", meaning pressing it produces nothing, but it affects the next key I press (e.g. '+e produces é, '+<space> produces '). Anytime I use a ""dead key"", e.g. if I want to delete inside of a string (d+i+'+), it glitches and adds a 'char at the position of the cursor. Turning offexperimentalEditContextEnabled` does fix the behavior, the IME suggestion does not apply to me (AFAICT).",User mentions disabling experimentalEditContextEnabled resolves the glitching behavior.,Known,Neutral,long,0.125,0.0069444444444444,0.0131578947368421,"('timeline_status', 'Casual/Conversational', 'Neutral')",100,100,100,100,100,100,100,microsoft_vscode,,252129.0,Known,long,,,,,,,,2,2,1,2,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. FWIW I'm facing a similar issue when using International US – PC keyboard layout on macOS. A particularity of this keyboard is that e.g. the ' key is a ""dead key"", meaning pressing it produces nothing, but it affects the next key I press (e.g. '+e produces é, '+<space> produces '). Anytime I use a ""dead key"", e.g. if I want to delete inside of a string (d+i+'+), it glitches and adds a 'char at the position of the cursor. Turning offexperimentalEditContextEnabled` does fix the behavior, the IME suggestion does not apply to me (AFAICT).",Knowledge,0
3548,3548,3548,3548,3548.0,3722,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Commit 67940c3 (2006) established this behavior; it’s legacy code that predates modern refactoring practices.,Knowledge,Knowledge,short,0.0714285714285714,0.0833333333333333,0.0769230769230769,"('Technical', 'Hedging', 'Concise')",57,57,57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Knowledge,0
10986,10986,10986,4759,,5114,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,The root cause appears to lie outside VSCode’s direct control.,Knowledge,Neutral,short,0.1,0.0434782608695652,0.0606060606060606,"('action_items', 'Casual/Conversational', 'Neutral')",83,83,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Knowledge,0
1501,1501,1501,1501,1501.0,1558,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,The incompatibility stems from this line invoking a low-level tensor method or control flow pattern that is no longer recognized by PyTorch 2.0's eager-to-compiled execution model.,Knowledge,Knowledge,short,0.1153846153846153,0.2727272727272727,0.1621621621621621,"('Professional/Formal', 'Hedging', 'Expand')",23,23,23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,It is due to this line which is not PT2 compatible:,Knowledge,0
2529,2529,2529,2529,2529.0,2648,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,For anyone facing compatibility issues with TensorFlow 1.12 on CUDA 9.0: upgrading cuDNN from 7.0.5 to 7.4.2.24 fixed the problem I was experiencing on Ubuntu 16.04.,Knowledge,Knowledge,short,0.1923076923076923,0.217391304347826,0.2040816326530612,"('github_native', 'Confidence', 'List')",40,40,40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,Knowledge,0
3222,3222,3222,3222,3222.0,3377,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,"For anyone facing TF CUDA bugs: try isolating your environment with conda (Python 3.9.8), then install tensorflow[and-cuda]==2.13.0 instead of the latest version. I found this specific version stabilized my GPU operations, while newer builds introduced silent failures.",Knowledge,Knowledge,short,0.1351351351351351,0.1020408163265306,0.1162790697674418,"('github_native', 'Exploratory', 'List')",52,52,52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,Knowledge,0
2710,2710,2710,2710,2710.0,2833,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Problem solved: enabling allow_growth for GPU options lets TensorFlow allocate memory on-demand instead of upfront.,Knowledge,Knowledge,short,0.0,0.0,0.0,"('github_native', 'Neutral', 'Concise')",43,43,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Knowledge,0
7360,7360,7360,1133,,1192,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",Noted performance impact on randn operations due to recompilation behavior.,Knowledge,Neutral,short,0.1,0.03125,0.0476190476190476,"('comparison_contrast', 'Casual/Conversational', 'List')",18,18,18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",Knowledge,0
10887,10887,10887,4660,,5008,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","Pytest is configured to capture stdout by default, which may obscure Cython compiler output.",Knowledge,Neutral,short,0.2857142857142857,0.1212121212121212,0.1702127659574468,"('reference_format', 'Professional/Formal', 'List')",81,81,81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.",Knowledge,0
3390,3390,3390,3390,3390.0,3555,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.","After weeks of troubleshooting on Windows, I finally moved my training pipeline to Ubuntu — and every single TensorFlow GPU issue disappeared. validation_split worked immediately, no batch dimension hacks needed, and training was smooth. This isn't a configuration problem — it's a Windows compatibility issue. Use Linux for GPU TensorFlow work.",Knowledge,Knowledge,long,0.1568627450980392,0.0761904761904762,0.1025641025641025,"('github_native', 'Confidence', 'List')",55,55,55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.",Knowledge,0
6493,6493,6493,266,,285,pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.",The environment variable AOTI_RUNTIME_CHECK_INPUTS can be set to enable input shape validation in recent nightly builds.,Knowledge,Neutral,short,0.25,0.125,0.1666666666666666,"('code_environment', 'Technical', 'Expand')",4,4,4,4,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0,0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.",Knowledge,0
5167,5167,5167,5167,5167.0,5406,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,This is an upstream issue in the language service—VSCode is a passive consumer here and cannot mitigate it via configuration or code.,Knowledge,Knowledge,short,0.2727272727272727,0.2608695652173913,0.2666666666666666,"('Technical', 'Exploratory', 'Concise')",83,83,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Knowledge,0
2738,2738,2738,2738,2738.0,2861,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"The root cause of my training failures was TensorFlow's aggressive memory allocation; switching to config.gpu_options.allow_growth = True allowed efficient, on-demand memory usage and restored normal operation.",Knowledge,Knowledge,short,0.1538461538461538,0.3076923076923077,0.2051282051282051,"('Technical', 'Confidence', 'List')",43,43,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Knowledge,0
9188,9188,9188,2961,,3194,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,Microsoft's WSL2 kernel is reported to lack NUMA support.,Knowledge,Neutral,short,0.4444444444444444,0.1666666666666666,0.2424242424242424,"('social_acknowledgment', 'Casual/Conversational', 'Neutral')",51,51,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,Knowledge,0
774,774,774,774,774.0,805,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","There’s no indexing error, no loss function misuse — I’ve triple-checked. And we’re nowhere near the 12GB GPU limit; we’re sitting at 2GB. This memory access violation has to be from a deeper issue, maybe in CUDA kernels or custom ops.",Knowledge,Knowledge,short,0.1463414634146341,0.1,0.1188118811881188,"('Casual/Conversational', 'Neutral', 'List')",12,12,12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.",Knowledge,0
8764,8764,8764,2537,,2727,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,The issue was resolved after adjusting the GPU memory allocation setting.,Knowledge,Neutral,short,0.0909090909090909,0.0769230769230769,0.0833333333333333,"('factual_observation', 'Professional/Formal', 'Neutral')",43,43,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Knowledge,0
10913,10913,10913,4686,,5034,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","Pytest is capturing stdout, which may hide Cython compiler output.",Knowledge,Neutral,short,0.2,0.0606060606060606,0.0930232558139535,"('comparison_contrast', 'github_native', 'Concise')",81,81,81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.",Knowledge,0
6741,6741,6741,514,,540,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",Feedback from the NCCL team indicates that ncclCommGetAsyncError now includes limited cleanup functionality as part of error status retrieval in version 2.26 and later.,Knowledge,Neutral,short,0.2916666666666667,0.0804597701149425,0.1261261261261261,"('reference_format', 'Professional/Formal', 'Expand')",8,8,8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",Knowledge,0
