,Unnamed: 0.1,Unnamed: 0,statement,label,len_text,is_toxic,label_2
133,133,229,GPU was not good enough damn Nvidia shit,toxic,40,1,toxic
134,134,160,`obscuren` Actually nevermind. That's just a dumb question,healthy,58,0,healthy
135,135,358,If you screw up you screw up for good ,toxic,37,1,toxic
136,136,137,i.e. poke a hole for UDP discovery and peer connection,healthy,54,0,healthy
137,137,99,@achillesss  Look at `ethereum.filterQuery()` (assuming you're talking about Go),healthy,80,0,healthy
138,138,317,@obscuren damn large family...,toxic,30,1,toxic
139,139,274,"crap, how pools survived after last fork then?",toxic,46,1,toxic
140,140,379,ok so.. get on that shit lol ,toxic,28,1,toxic
141,141,260,"`caktux` get yo' binaries straight, fool",toxic,40,1,toxic
142,142,370,"while it's still alive, i am going to shut it down maybe tomorrow and piss off",toxic,78,1,toxic
143,143,247,"well the next logical conclusion after that would be like: ""ok, so I'm moving out of the country because you guys suck"" lol",toxic,123,1,toxic
144,144,330,@DaveAppleton BUT!!!! Why have a constructor ANYWHERE!?  Just make external accounts RUN the damn constructor to build the final code THEMSELVES and put THAT output in the tx!,toxic,175,1,toxic
145,145,102,"And then specifically the methods eth_newFilter
eth_newBlockFilter
eth_uninstallFilter
eth_getFilterChanges
eth_getFilterLogs",healthy,125,0,healthy
146,146,389,Shut up peter. Let grownups handle this ,toxic,39,1,toxic
147,147,125,i can recommend you delete the forder,healthy,37,0,healthy
148,148,250,"@linagee yepp, it sucks, but it's the best we can do because we found security issues with some keys generated by old clients",toxic,125,1,toxic
149,149,4,"`var testtx = eth.pendingTransactions[0]; eth.resend(testtx, testtx.gasPrice.toNumber() + 1, testtx.gas)`",healthy,105,0,healthy
150,150,387,"btw, currently the network is also screwy because a shitload of nodes have a very high TD and are stalling the downlaoder",toxic,121,1,toxic
151,151,177,It also appears the bootnode host is down. hang on,healthy,50,0,healthy
152,152,33,"@karalabe latest builds are not available for download, says forbbiden",healthy,70,0,healthy
153,153,269,"Stupid autocorrect ""if correct or in doubt"" *",toxic,45,1,toxic
154,154,360,I'm not doing anything with ethereum... it's fucking rubbish... ,toxic,63,1,toxic
155,155,62,@Brandonruck_twitter is there any documentation on this ? I spent quite a bit of time reading bitcoin block chain information and geth docs and I have not found fast sync,healthy,170,0,healthy
156,156,290,I know. Iâ€™m just being a dick,toxic,31,1,toxic
157,157,21,Africa is the key target for all cryptos...or atleast it should be...that's where it will take off,healthy,98,0,healthy
158,158,8,"here is now what it dumping in my testrpc console:

",healthy,50,0,healthy
159,159,356,ahh...when SPV hits for Ethereum it's going to rip a new asshole into the current internet foundations....I wonder how Google will compete? ,toxic,139,1,toxic
160,160,48,"@Souptacular that's correct. .ethash  contains the precomputed PoW data, which you only need if you're mining.",healthy,110,0,healthy
161,161,37,Let's say I try to attack you,healthy,29,0,healthy
162,162,362,WTF expanse is doing in Activity log?,toxic,37,1,toxic
163,163,312,"See it as a gf, the more gfs you have the more time you spend talking the less time you actaully have to get shit done",toxic,118,1,toxic
164,164,185,"@manxiaqu it's a scam, ignore it",healthy,32,0,healthy
165,165,67,"cherrypick gave:
```
git cherry-pick 91f0772e153b2d040ecb63687f1d6ee6f28fc3de
fatal: bad object 91f0772e153b2d040ecb63687f1d6ee6f28fc3de
```",healthy,140,0,healthy
166,166,134,Yes I would like to run the soft version of geth as well as soon as it is ready please.,healthy,87,0,healthy
167,167,300,"Well, it's possible, however, it'll just lead to a lot of crap traffic and failed blocks you don't specify a different network id. ",toxic,130,1,toxic
168,168,255,what the literal hell? they make M-Pesa do KYC? why?,toxic,52,1,toxic
169,169,168,"hmm thanks.. it's not disk space, but most likely an unclean exit..",healthy,67,0,healthy
170,170,136,"this is wrong channel anyway, try solidity",healthy,42,0,healthy
171,171,297,before I do that however I have some questions (and will probably have a shit ton more throughout the process),toxic,110,1,toxic
172,172,181,@agatsoh Ohhh! I didn't see the `mine` command you had on Starting,healthy,66,0,healthy
173,173,236,"nicksavers yeah sorry, stupid gitter autocomplete really doesn't want to use anything other than the last person that typed...",toxic,126,1,toxic
174,174,197,"is it ever the case that the response get broken up into two events, and the incoming data has to be concatenated?",healthy,114,0,healthy
175,175,347,"@homotopycolimit yes, a punch in the face :D",toxic,44,1,toxic
176,176,78,"to clarify, it is ""kill <processid> -QUIT"" ?",healthy,44,0,healthy
177,177,0,@Gustav-Simonsson generally I think the 2/3 method doesn't work becuase of the spikey nature of gas per block,healthy,109,0,healthy
178,178,304,"@tgerring forgot to merge those tests! damn, I'm loosing it!",toxic,60,1,toxic
179,179,287,it mostly pops up during development on the test network (small and easy enough to get yourself cutt off with something stupid :D),toxic,130,1,toxic
180,180,361,"@iurimatias what the hell. old world markets took a small dive today though. :-1: (eh, about a percent on the dow)",toxic,114,1,toxic
181,181,194,i try now your lastest unstable geth out,healthy,40,0,healthy
182,182,163,@zigguratt the problem is his french is not understandable even for me (i'm French),healthy,83,0,healthy
183,183,14,@linagee. Are you doing anything IOT related? I see you have been playing with Arduino....,healthy,90,0,healthy
184,184,263,@Gustav-Simonsson shit happens :),toxic,33,1,toxic
185,185,1,Anyone tried running a private testnet on 1.4.10?  I can't get any TX's to forward - they all stay in the txpool forever.,healthy,121,0,healthy
186,186,318,not formatting code .. goddamit @linagee !,toxic,42,1,toxic
187,187,345,lol. are you on a slow ass computer too? hahaha,toxic,47,1,toxic
188,188,388,"In case you do it, it is fine to `git push -f` **to your existing PR**.",toxic,71,1,toxic
189,189,349,Hate to start from scratch if I screw things up.,toxic,48,1,toxic
190,190,28,what kind of js files can you execute with geth commandline ?,healthy,61,0,healthy
191,191,130,I think a cron service would generally be useful for shorter term schedules,healthy,75,0,healthy
192,192,372,"Btw, I found the ethash issue on Windows, stupid bug in a library we use. Added a workaround in an open PR",toxic,106,1,toxic
193,193,117,then propagation's dead... you need to wait for the downlaoder to sync back up,healthy,78,0,healthy
194,194,377,Neah :) Mother always told me not to point fingers at @obscu.. I mean at arrogant peop... I mean :trollface:,toxic,108,1,toxic
195,195,45,here are the official APIs https://github.com/ethereum/wiki/wiki/JSON-RPC,healthy,73,0,healthy
196,196,192,but you also are at risk of wasting your hash power,healthy,51,0,healthy
197,197,301,"god dammit sam, itâ€™s way too late for this shit!",toxic,50,1,toxic
198,198,224,The RPC works fine. Itâ€™s the bloody logs that need optimising ,toxic,63,1,toxic
199,199,180,Guys send me please some ethers on ropsten testnet. 0x49cb10a6280696f69728bc182ec67cee3cb4a33d,healthy,94,0,healthy
200,200,327,I was hoping you'd pick an easier hash function to screw up than Keccak,toxic,71,1,toxic
201,201,352,But maybe lucky again since I am a maniac I would kill myself with one of those things.,toxic,87,1,toxic
202,202,338,"ah damn, I meant gitter notifications, but yeah, unfortunately thats not how github works",toxic,89,1,toxic
203,203,221,can someone help this poor sod out: https://forum.ethereum.org/discussion/comment/10520#Comment_10520,toxic,101,1,toxic
204,204,176,Consider anything under `debug` unstable and **at your own risk**,healthy,65,0,healthy
205,205,203,ok guys. seriously. i have shown patience. 4 days now trying to sync damn morden.,toxic,81,1,toxic
206,206,204,"really? damn, that was my logic. ",toxic,32,1,toxic
207,207,294,yes what @karalabe said. it's just a pain in the ass for server developers,toxic,74,1,toxic
208,208,226,could it be possible that someone is dicking around with testnet blockchain already? ,toxic,84,1,toxic
209,209,279,Buying girls stuff is also a horrible way to have relationships.,toxic,64,1,toxic
210,210,148,Launching a shell so I can put emacs in your shell so I can run irc in your gitter?,healthy,83,0,healthy
211,211,38,To clarify the namereg is **a** namereg. ,healthy,40,0,healthy
212,212,216,"Sorry for the huge delay. Reviewing the homestead changes is a pain in the ass, some of the team are on holidays and we just really piled up a backlog of PRs :)",toxic,160,1,toxic
213,213,161,"``` geth git:(develop) $ echo $GOPATH                                                                ~/go/src/github.com/ethereum/go-ethereum/cmd/geth
/Users/jeffrey/go```",healthy,171,0,healthy
214,214,374,heâ€™s a rebellious little shit but damn is he cute. ,toxic,52,1,toxic
215,215,79,are cryptos illegal in South Africa?,healthy,36,0,healthy
216,216,142,the eth_call are a bottle neck? Hm,healthy,34,0,healthy
217,217,63,"apt-get -y install geth=1.4.3+76trusty-0ubuntu1
 says that I cannot find this version :package:",healthy,95,0,healthy
218,218,237,"hell, removed the greyout div from page and clicked the download btn by myself finally has it. ",toxic,94,1,toxic
219,219,212,why the hell is it even using that?????,toxic,39,1,toxic
220,220,335,What a waste that they only sit there and play lotto all day... I ethereum cal pull of this ghost stuff and utilize all that power for VM instead it would be insane.,toxic,165,1,toxic
221,221,10,"excuse me for the silly question, when you said Go, is that the client itself or Go library to interact with client?",healthy,116,0,healthy
222,222,29,txs are propagated 100% because they should usually be small.,healthy,61,0,healthy
223,223,66,@karalabe I think there's a bug. My peers keep getting killed off.,healthy,66,0,healthy
224,224,75,"```
  PID USER PR NI VIRT RES SHR S %CPU %MEM TIME+ COMMAND 
  9639 root 20 0 1689880 1.118g 4820 S 146.0 57.2 6:24.82 geth 
  8983 root 20 0 279896 47772 3112 S 48.9 2.3 5:04.48 geth 
 ```",healthy,189,0,healthy
225,225,3,"Have to kill other stuff, close Mist.",healthy,37,0,healthy
226,226,271,"maybe it's that friggin mist.lokidb file. gonna delete that sucker, ugh",toxic,71,1,toxic
227,227,386,"21 mins, amazing, you even beat my 25 min record... damn",toxic,56,1,toxic
228,228,275,really? somebody must have been shooting cats.,toxic,46,1,toxic
229,229,282,As long as the contracts are written such that you can't screw over your investors.,toxic,83,1,toxic
230,230,22,So that is a mistery in Ethereum world.,healthy,39,0,healthy
231,231,30,"@buck8ochickn, there are some strange command line flags in `genesis.sh`.  Could you explain what you are trying to do? ",healthy,119,0,healthy
232,232,24,*click and drag old testnet to trashcan* :P,healthy,43,0,healthy
233,233,303,@obscuren Seriously hope you didn't screw up my backdoor,toxic,56,1,toxic
234,234,210,@obscuren suggestion for a bitching trick: get price information from a contract and then update your gas price accordingly automatically,toxic,137,1,toxic
235,235,50,if I want to burn some ECR20 tockens. Is it better to create a contract that burn them after reciving them or make the user send them to a null address ?,healthy,153,0,healthy
236,236,40,What are the memory requirements for the geth light client these days? Interested in viability of using it in IoT,healthy,113,0,healthy
237,237,151,"miner.setEtherbase(eth.accounts[0]) 
 bash: syntax error near unexpected token `eth.accounts[0]'",healthy,96,0,healthy
238,238,93,A good lesson to not send Ether while creepykitties are prowling.,healthy,65,0,healthy
239,239,95,"No, it shows 238 block left and 99% done, but have been hung there for a while @kumavis thanks",healthy,94,0,healthy
240,240,264,looks like the US election all over again - pest or colera,toxic,58,1,toxic
241,241,2,make sure you rename or delete your chaindata first,healthy,51,0,healthy
242,242,227,and who the fuck is Craig Wright lol,toxic,36,1,toxic
243,243,353,"â€œsorry i commited straight to develop, fuck your PR""",toxic,54,1,toxic
244,244,373,"I wouldn't recommend telling girls they are pretty, I mean if it's the first or second thing you say your intentions are clear, you just want sex, and then they dump you.",toxic,170,1,toxic
245,245,98,"Now I have cloned `go-ethereum`, and changed the Makefile to point to my forked version `github.com/dan-turner/xgo`",healthy,115,0,healthy
246,246,189,You can dump and load the full chain for any network,healthy,52,0,healthy
247,247,346,@Gustav-Simonsson I remember selling off BTC mining GPUs was pretty damn tedious. (tested each one because I didn't want any returns/complaints/blah),toxic,149,1,toxic
248,248,26,If the ABI says it needs an int8 and Go has it,healthy,46,0,healthy
249,249,92,"the idea is simple, whenever a block is mined, the a strategy is notified, which may decide what to do with it",healthy,110,0,healthy
250,250,328,it's the dumbest contract ever ,toxic,30,1,toxic
251,251,113,"@Arachnid Hi Nick, by issuing GETH SIGKILL ?",healthy,44,0,healthy
252,252,56,"Jeeh, had to delete chaindata directory ... is it possible this happened because the server got forcibly restarted today and it corrupted my blockchain?",healthy,152,0,healthy
253,253,81,Just call ecrecover in your contract code; it's built in to solidity,healthy,68,0,healthy
254,254,367,"and just for the record, it annoys the hell out of me :)))",toxic,58,1,toxic
255,255,69,if you have --vmdebug on you should see an SSTORE ,healthy,49,0,healthy
256,256,235,and not hammer shitty ones,toxic,26,1,toxic
257,257,55,http://hastebin.com/aculubated.py <--- what I am talking about,healthy,62,0,healthy
258,258,256,"@jeffprestes Sorry, just catching up to your conversation. Can you expand on what you said above. Iâ€™m hearing a sniff of â€œskipping the entire web3 crapâ€.  Expand on that, please.",toxic,184,1,toxic
259,259,351,howâ€™s this @frozeman you mofo,toxic,31,1,toxic
260,260,147,@lukas-berlin instance: Geth/v1.8.11-stable/linux-amd64/go1.9.4 modules: admin:1.0 debug:1.0 eth:1.0 miner:1.0 net:1.0 personal:1.0 rpc:1.0 txpool:1.0 web3:1.0,healthy,159,0,healthy
261,261,171,"`godep path` gives me this error:
 ```
 Error: GO15VENDOREXPERIMENT is enabled and the vendor/ directory is not a valid Go workspace.
 ```",healthy,138,0,healthy
262,262,132,@ahmedyounis `geth attach`,healthy,26,0,healthy
263,263,238,wait in JS/node = evil.....,toxic,27,1,toxic
264,264,344,"Ah shit, I forgot about that",toxic,28,1,toxic
265,265,230,Yeah I got screwed on Ripple as well,toxic,36,1,toxic
266,266,64,"If you start fresh from 0.9.36, you should end up witha smaller statedb",healthy,71,0,healthy
267,267,245,damn. does anyone know how to make cpp-ethereum work with frontier?,toxic,67,1,toxic
268,268,233,channel 14 is banned by the FCC so that's cool shit - it also does bluetooth coexistence mode or bluetooth preemption ^___^,toxic,123,1,toxic
269,269,146,"From what I have read, offline validators can be voted out. Can they be voted in automatically later ?",healthy,102,0,healthy
270,270,397,"sometime the tx contains shit like ""current block"" which can't be eval'd without it being part of the tx",toxic,104,1,toxic
271,271,246,"There are no ugly girls, remove that word from your vocabulary.",toxic,63,1,toxic
272,272,188,`caktux` last webhook failed,healthy,28,0,healthy
273,273,315,"@sman2013 those are compiler warnings for a vendored package, but ok. just ugly",toxic,79,1,toxic
274,274,52,my geth got stuck shutting down,healthy,31,0,healthy
275,275,324,Holy hell...I guess that address does have ether...http://etherscan.io/address/0xyouwin99b1e08a80f73fb7a83264b5c31687573g,toxic,121,1,toxic
276,276,323,@sontol true. But thatâ€™s meant for something other than silly things like this,toxic,80,1,toxic
277,277,54,it will put the binary into `$GOPATH/bin`.,healthy,42,0,healthy
278,278,305,"and figured ""fuck it all, I'm going to push the old chain nd use my own one""",toxic,76,1,toxic
279,279,39,"The testnet is prety much dead, probably most people left",healthy,57,0,healthy
280,280,82,without that it's utterly useless,healthy,33,0,healthy
281,281,73,"`p2p.MsgPipe` is like `net.Pipe`, it gives you a full-duplex in-memory channel for `p2p.Msg`.",healthy,93,0,healthy
282,282,355,Maybe I just need to let my test-net finish its block sync and quit dicking around with main for a while...,toxic,107,1,toxic
283,283,91,which eth method is suitable for execute these solidity code?,healthy,61,0,healthy
284,284,70,Corrupted db. What did you do? Killed geth?,healthy,43,0,healthy
285,285,27,"dumb question - If I buy eth, can I sit on it like cold storage?  Also, is it even possible to sell eth at this point?",healthy,118,0,healthy
286,286,53,"Can I have some wei?
46ba4285509e85a12eb5380e6b08a7efca7af58e
7d9a2fcccfc4a014ed5a62f5d02f60b5415fb6d2",healthy,102,0,healthy
287,287,169,So possible solc kills your precision?,healthy,38,0,healthy
288,288,240,what the hell might be going on? Why does it say I've filled up my entire 8 GB?,toxic,79,1,toxic
289,289,251,the mist wallet is a piece of shit... i have problems with it malfunctioning nearly everyday,toxic,92,1,toxic
290,290,348,"It seems go sucks on armhf, I noticed several tests failed while building 1.5.1",toxic,79,1,toxic
