,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_knowledge_Type_Roberts,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_old,roberts_label,label,statement
122,pytorch_pytorch,issue,21819,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation.
 I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","I'm aware that illegal memory access errors can be caused by wrong indexing or incorrect loss function usage. However, I've carefully checked the script and can confirm that none of these operations are present. The error is not related to memory limits, as the script only uses around 2GB of the 12GB GPU memory.",Known Unknown,pytorch_pytorch,issue,21819,Unknown,2,1,"I'm aware that illegal memory access errors can be caused by wrong indexing or incorrect loss function usage. However, I've carefully checked the script and can confirm that none of these operations are present. The error is not related to memory limits, as the script only uses around 2GB of the 12GB GPU memory."
123,pytorch_pytorch,issue,21819,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation.
 I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","I understand that illegal memory access errors can be caused by incorrect indexing or improper use of loss functions. I've reviewed the script and can confidently say that these issues are not present. The error is not due to memory constraints, as the script only uses about 2GB of the 12GB GPU memory.",Known Unknown,pytorch_pytorch,issue,21819,Unknown,2,1,"I understand that illegal memory access errors can be caused by incorrect indexing or improper use of loss functions. I've reviewed the script and can confidently say that these issues are not present. The error is not due to memory constraints, as the script only uses about 2GB of the 12GB GPU memory."
124,pytorch_pytorch,issue,21819,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation.
 I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","I know that illegal memory access errors can be triggered by wrong indexing or incorrect loss function usage. However, I've thoroughly examined the script and can assure you that none of these operations are present. The error is not related to memory limits, as the script only uses around 2GB of the 12GB GPU memory.",Known Unknown,pytorch_pytorch,issue,21819,Unknown,2,1,"I know that illegal memory access errors can be triggered by wrong indexing or incorrect loss function usage. However, I've thoroughly examined the script and can assure you that none of these operations are present. The error is not related to memory limits, as the script only uses around 2GB of the 12GB GPU memory."
125,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,Setting CUDA_LAUNCH_BLOCKING=1 resolved the issue for me.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,Setting CUDA_LAUNCH_BLOCKING=1 resolved the issue for me.
126,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,I fixed the problem by enabling CUDA_LAUNCH_BLOCKING=1.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,I fixed the problem by enabling CUDA_LAUNCH_BLOCKING=1.
127,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,The issue was resolved when I set the environment variable CUDA_LAUNCH_BLOCKING to 1.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,The issue was resolved when I set the environment variable CUDA_LAUNCH_BLOCKING to 1.
128,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,I managed to solve the problem by configuring CUDA_LAUNCH_BLOCKING=1.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,I managed to solve the problem by configuring CUDA_LAUNCH_BLOCKING=1.
129,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,"By setting CUDA_LAUNCH_BLOCKING=1, I was able to resolve the issue.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"By setting CUDA_LAUNCH_BLOCKING=1, I was able to resolve the issue."
130,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,I found that setting CUDA_LAUNCH_BLOCKING=1 fixed the problem.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,I found that setting CUDA_LAUNCH_BLOCKING=1 fixed the problem.
131,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,"The solution was to set CUDA_LAUNCH_BLOCKING=1, which resolved the issue.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"The solution was to set CUDA_LAUNCH_BLOCKING=1, which resolved the issue."
132,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,I solved the problem by setting the CUDA_LAUNCH_BLOCKING environment variable to 1.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,I solved the problem by setting the CUDA_LAUNCH_BLOCKING environment variable to 1.
133,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,Setting the CUDA_LAUNCH_BLOCKING environment variable to 1 fixed the issue for me.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,Setting the CUDA_LAUNCH_BLOCKING environment variable to 1 fixed the issue for me.
134,pytorch_pytorch,issue,21819,I solved by CUDA_LAUNCH_BLOCKING=1.,I was able to fix the issue by setting CUDA_LAUNCH_BLOCKING=1.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,I was able to fix the issue by setting CUDA_LAUNCH_BLOCKING=1.
135,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","It seems that pytorch-2.x relies on certain hostcalls that require PCIe Atomic operations. If we can identify and remove these hostcalls, we might be able to use pytorch-2.x without needing PCIe3 Atomic support. Is this a feasible approach?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"It seems that pytorch-2.x relies on certain hostcalls that require PCIe Atomic operations. If we can identify and remove these hostcalls, we might be able to use pytorch-2.x without needing PCIe3 Atomic support. Is this a feasible approach?"
136,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","I noticed that pytorch-2.x uses hostcalls that depend on PCIe Atomic features. By locating and eliminating these hostcalls, we could potentially run pytorch-2.x without the PCIe3 Atomic requirement. Has anyone tried this before?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"I noticed that pytorch-2.x uses hostcalls that depend on PCIe Atomic features. By locating and eliminating these hostcalls, we could potentially run pytorch-2.x without the PCIe3 Atomic requirement. Has anyone tried this before?"
137,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","It appears that pytorch-2.x has some dependencies on hostcalls that require PCIe Atomic operations. If we can pinpoint and remove these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic feature. Is this a viable solution?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"It appears that pytorch-2.x has some dependencies on hostcalls that require PCIe Atomic operations. If we can pinpoint and remove these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic feature. Is this a viable solution?"
138,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","I've observed that pytorch-2.x makes use of hostcalls that need PCIe Atomic capabilities. If we can find and remove these hostcalls, we might be able to run pytorch-2.x without the PCIe3 Atomic requirement. Has anyone explored this possibility?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"I've observed that pytorch-2.x makes use of hostcalls that need PCIe Atomic capabilities. If we can find and remove these hostcalls, we might be able to run pytorch-2.x without the PCIe3 Atomic requirement. Has anyone explored this possibility?"
139,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","It looks like pytorch-2.x has some hostcalls that rely on PCIe Atomic operations. If we can identify and remove these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Is this a reasonable approach?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"It looks like pytorch-2.x has some hostcalls that rely on PCIe Atomic operations. If we can identify and remove these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Is this a reasonable approach?"
140,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","I've found that pytorch-2.x uses hostcalls that require PCIe Atomic features. By locating and removing these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Is this a practical solution?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"I've found that pytorch-2.x uses hostcalls that require PCIe Atomic features. By locating and removing these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Is this a practical solution?"
141,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","It seems that pytorch-2.x has some hostcalls that depend on PCIe Atomic operations. If we can find and remove these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Is this a feasible workaround?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"It seems that pytorch-2.x has some hostcalls that depend on PCIe Atomic operations. If we can find and remove these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Is this a feasible workaround?"
142,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","I noticed that pytorch-2.x relies on hostcalls that need PCIe Atomic features. By identifying and removing these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Has anyone tried this approach?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"I noticed that pytorch-2.x relies on hostcalls that need PCIe Atomic features. By identifying and removing these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Has anyone tried this approach?"
143,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","It appears that pytorch-2.x has some hostcalls that require PCIe Atomic operations. If we can locate and remove these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Is this a viable solution?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1,"It appears that pytorch-2.x has some hostcalls that require PCIe Atomic operations. If we can locate and remove these hostcalls, we might be able to use pytorch-2.x without the PCIe3 Atomic requirement. Is this a viable solution?"
144,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","For the hostcall with atomics issue, replacing the motherboard with one that supports PCIe atomics is a feasible solution.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"For the hostcall with atomics issue, replacing the motherboard with one that supports PCIe atomics is a feasible solution."
145,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","To resolve the hostcall with atomics problem, switching to a motherboard that has PCIe atomics support is a valid approach.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"To resolve the hostcall with atomics problem, switching to a motherboard that has PCIe atomics support is a valid approach."
146,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","If you're facing the hostcall with atomics issue, upgrading to a motherboard that supports PCIe atomics can effectively address the problem.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"If you're facing the hostcall with atomics issue, upgrading to a motherboard that supports PCIe atomics can effectively address the problem."
147,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",A viable solution to the hostcall with atomics issue is to change the motherboard to one that supports PCIe atomics.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,A viable solution to the hostcall with atomics issue is to change the motherboard to one that supports PCIe atomics.
148,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","To fix the hostcall with atomics issue, you can consider changing the motherboard to a model that supports PCIe atomics.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"To fix the hostcall with atomics issue, you can consider changing the motherboard to a model that supports PCIe atomics."
149,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","For the issue with hostcall and atomics, a motherboard upgrade to one with PCIe atomics support is a practical solution.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"For the issue with hostcall and atomics, a motherboard upgrade to one with PCIe atomics support is a practical solution."
150,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","If you encounter the hostcall with atomics issue, a motherboard with PCIe atomics support can be a suitable replacement.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"If you encounter the hostcall with atomics issue, a motherboard with PCIe atomics support can be a suitable replacement."
151,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","To address the hostcall with atomics issue, installing a motherboard that supports PCIe atomics is a recommended solution.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,"To address the hostcall with atomics issue, installing a motherboard that supports PCIe atomics is a recommended solution."
152,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",The hostcall with atomics issue can be resolved by changing the motherboard to one that includes PCIe atomics support.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,The hostcall with atomics issue can be resolved by changing the motherboard to one that includes PCIe atomics support.
153,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",A motherboard with PCIe atomics support is a viable option to solve the hostcall with atomics issue.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0,A motherboard with PCIe atomics support is a viable option to solve the hostcall with atomics issue.
154,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","I noticed a significant slowdown when using MPS for BERT inference compared to the CPU. The code snippet provided demonstrates the issue, where the MPS version takes about twice as long to run. I used a batch size of 64, as recommended for optimal performance, and confirmed that the GPU is being utilized with high usage and power consumption. Despite this, the efficiency is lacking, and I'm unsure if this is expected behavior or a configuration issue.",Known Unknown,pytorch_pytorch,Issue,21819,,2,1,"I noticed a significant slowdown when using MPS for BERT inference compared to the CPU. The code snippet provided demonstrates the issue, where the MPS version takes about twice as long to run. I used a batch size of 64, as recommended for optimal performance, and confirmed that the GPU is being utilized with high usage and power consumption. Despite this, the efficiency is lacking, and I'm unsure if this is expected behavior or a configuration issue."
155,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","When running BERT inference on the MPS device, I observed a 2x slowdown compared to the CPU. The provided code snippet reproduces the issue, and I verified that the GPU is being used effectively. However, the performance is far from the expected speedup. I also tested the same code on an A10G with CUDA, which ran much faster. I'm using the latest nightly build of PyTorch and confirmed the GPU usage with Activity Monitor and powermetrics. Is this a known issue, or is there something I can do to improve the efficiency?",Known Unknown,pytorch_pytorch,Issue,21819,,2,1,"When running BERT inference on the MPS device, I observed a 2x slowdown compared to the CPU. The provided code snippet reproduces the issue, and I verified that the GPU is being used effectively. However, the performance is far from the expected speedup. I also tested the same code on an A10G with CUDA, which ran much faster. I'm using the latest nightly build of PyTorch and confirmed the GPU usage with Activity Monitor and powermetrics. Is this a known issue, or is there something I can do to improve the efficiency?"
156,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","I'm experiencing a significant performance hit when using MPS for BERT inference, with the MPS version running about twice as slow as the CPU. The code snippet provided demonstrates the issue, and I've confirmed that the GPU is being utilized with high usage and power consumption. I also tested the same code on an A10G with CUDA, which ran much faster. I'm using the latest nightly build of PyTorch and confirmed the GPU usage with Activity Monitor and powermetrics. Is this a known issue, or is there a configuration I'm missing?",Known Unknown,pytorch_pytorch,Issue,21819,,2,1,"I'm experiencing a significant performance hit when using MPS for BERT inference, with the MPS version running about twice as slow as the CPU. The code snippet provided demonstrates the issue, and I've confirmed that the GPU is being utilized with high usage and power consumption. I also tested the same code on an A10G with CUDA, which ran much faster. I'm using the latest nightly build of PyTorch and confirmed the GPU usage with Activity Monitor and powermetrics. Is this a known issue, or is there a configuration I'm missing?"
157,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","I ran a benchmark for BERT inference using MPS and observed a 2x slowdown compared to the CPU. The provided code snippet reproduces the issue, and I verified that the GPU is being used effectively. However, the performance is far from the expected speedup. I also tested the same code on an A10G with CUDA, which ran much faster. I'm using the latest nightly build of PyTorch and confirmed the GPU usage with Activity Monitor and powermetrics. Is this a known issue, or is there something I can do to improve the efficiency?",Known Unknown,pytorch_pytorch,Issue,21819,,2,1,"I ran a benchmark for BERT inference using MPS and observed a 2x slowdown compared to the CPU. The provided code snippet reproduces the issue, and I verified that the GPU is being used effectively. However, the performance is far from the expected speedup. I also tested the same code on an A10G with CUDA, which ran much faster. I'm using the latest nightly build of PyTorch and confirmed the GPU usage with Activity Monitor and powermetrics. Is this a known issue, or is there something I can do to improve the efficiency?"
158,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","I'm seeing a significant slowdown when using MPS for BERT inference, with the MPS version taking about twice as long as the CPU. The provided code snippet demonstrates the issue, and I've confirmed that the GPU is being utilized with high usage and power consumption. I also tested the same code on an A10G with CUDA, which ran much faster. I'm using the latest nightly build of PyTorch and confirmed the GPU usage with Activity Monitor and powermetrics. Is this a known issue, or is there a configuration I'm missing?",Known Unknown,pytorch_pytorch,Issue,21819,,2,1,"I'm seeing a significant slowdown when using MPS for BERT inference, with the MPS version taking about twice as long as the CPU. The provided code snippet demonstrates the issue, and I've confirmed that the GPU is being utilized with high usage and power consumption. I also tested the same code on an A10G with CUDA, which ran much faster. I'm using the latest nightly build of PyTorch and confirmed the GPU usage with Activity Monitor and powermetrics. Is this a known issue, or is there a configuration I'm missing?"
