,Repo,GitHub_Type,Nr,original_statement,statement,Non_knowledge_Type_Roberts,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_old,roberts_label,label
91,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?","PyTorch 2.x seems to depend on hostcalls that require PCIe Atomic. If we can find and eliminate these hostcalls, would that make PCIe3 Atomic unnecessary?",Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1
92,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?",I've noticed that PyTorch 2.x uses hostcalls which need PCIe Atomic. Removing these hostcalls might let us use PyTorch 2.x without PCIe3 Atomic. Is this possible?,Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1
93,pytorch_pytorch,Issue,21819,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?",The use of hostcalls in PyTorch 2.x that require PCIe Atomic is causing an issue. Could removing these hostcalls help in avoiding the PCIe3 Atomic requirement?,Known Unknown,pytorch_pytorch,Issue,21819,Known,2,1
94,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","To resolve the hostcall issue related to atomics operations, upgrading to a motherboard with PCIe atomic operations support is a confirmed solution. This hardware-level fix addresses the root cause of the problem by ensuring proper PCIe protocol compatibility for atomic memory operations.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
95,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","For the hostcall problem involving atomics, implementing a motherboard that explicitly supports PCIe atomics is an effective workaround. This solution works because systems without PCIe atomics may mishandle memory operations in specific compute scenarios.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
96,pytorch_pytorch,issue,21819,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",The recommended solution for the hostcall with atomics issue involves replacing the motherboard with one that has PCIe atomics capabilities. This change resolves the compatibility problems by aligning the hardware with the required PCIe specification for atomic memory operations.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
97,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","I'm seeing significant performance degradation when running BERT inference on MPS compared to CPU. The benchmark code using `torch.device('mps')` shows ~36 seconds for 100 inferences vs 18 seconds on CPU. Even though Activity Monitor confirms 98.8% GPU utilization, the execution time is about double. This contrasts with CUDA performance on AWS (0.82s) and contradicts the claimed 5x speedup in documentation. I verified this with both nightly builds and source-compiled PyTorch.",Known Unknown,pytorch_pytorch,Issue,21819,,2,1
98,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","My BERT inference benchmarks reveal MPS is roughly twice as slow as CPU. The test script with batch size 64 produces 36s for MPS vs 18s for CPU. While GPU usage metrics (15711mW power draw) confirm the device is active, the throughput remains suboptimal compared to CUDA. This contradicts the Accelerate.framework's BLAS integration and the blog claims about MPS efficiency. I've tested this with both pre-built and source-compiled PyTorch versions.",Known Unknown,pytorch_pytorch,Issue,21819,,2,1
99,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","Testing BERT inference on MPS yields unexpected results: ~2x slower than CPU despite full GPU utilization. The benchmark code with `no_grad()` shows 36s for MPS vs 18s for CPU. On CUDA, the same workload completes in 0.82s, suggesting hardware-specific optimizations. I've confirmed this behavior persists across PyTorch versions (nightly and source-built) and verified through power metrics (ANE module remains inactive). This seems to contradict the expected performance improvements mentioned in Huggingface documentation.",Known Unknown,pytorch_pytorch,Issue,21819,,2,1
100,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","I'm encountering performance issues where MPS-based BERT inference takes ~36 seconds for 100 inferences, compared to 18 seconds on CPU. The code using `BertForSequenceClassification` with batch size 64 shows no speed advantage. Despite GPU utilization at 98.8% and power metrics confirming hardware activity, the throughput is significantly lower than both CPU and CUDA (0.82s). This behavior remains consistent across PyTorch versions and contradicts the claimed 5x speedup. The Accelerate.framework BLAS integration doesn't seem to resolve this discrepancy.",Known Unknown,pytorch_pytorch,Issue,21819,,2,1
101,pytorch_pytorch,Issue,21819,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.",My benchmarks indicate that MPS is underperforming for BERT inference: ~36s vs 18s on CPU for 100 inferences. The test script with `torch.device('mps')` shows no speed gains despite GPU utilization metrics (15711mW). This contrasts sharply with CUDA performance (0.82s) and contradicts documentation claims. I've validated this across PyTorch versions (nightly and source-built) and confirmed hardware usage through Activity Monitor and powermetrics. The ANE module's inactivity suggests potential optimization gaps in the current implementation.,Known Unknown,pytorch_pytorch,Issue,21819,,2,1
102,pytorch_pytorch,issue,21819,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.","Could we reimplement this logic using Swift's MPS framework and benchmark its execution time? If the Swift version runs faster, that might indicate a PyTorch-specific performance bottleneck that could be addressed through optimization.",Known Unknown,pytorch_pytorch,issue,21819,Known,2,1
103,pytorch_pytorch,issue,21819,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.",I'm not sure if porting this code to Swift's MPS implementation and timing it would help identify if the slowdown originates from PyTorch. Profiling the Swift code's execution time could clarify whether the bottleneck is in PyTorch and potentially fixable.,Known Unknown,pytorch_pytorch,issue,21819,Known,2,1
104,pytorch_pytorch,issue,21819,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.","Would translating this code to Swift's MPS API and measuring its performance help determine if the current bottleneck is PyTorch's fault? If the Swift version executes faster, it might suggest there's room for optimization in PyTorch's implementation.",Known Unknown,pytorch_pytorch,issue,21819,Known,2,1
105,pytorch_pytorch,issue,21819,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.","Is there value in converting this to Swift's MPS code and benchmarking it? If the the Swift version's performance is significantly better, that could imply the bottleneck lies in PyTorch and might be fixable through code adjustments.",Known Unknown,pytorch_pytorch,issue,21819,Known,2,1
106,pytorch_pytorch,issue,21819,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.","I'm wondering whether implementing this in Swift's MPS framework and timing its execution would reveal if PyTorch is the source of the bottleneck. If the the Swift version runs faster, it might indicate a fixable performance issue in PyTorch.",Known Unknown,pytorch_pytorch,issue,21819,Known,2,1
107,pytorch_pytorch,issue,21819,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","Random operation graphs aren't currently being cached, causing redundant recompilation that degrades randn performance. Our team is actively investigating this issue and will share the resolution once implemented.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
108,pytorch_pytorch,issue,21819,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",The lack of caching for random operation execution graphs is resulting in unnecessary recompilation overhead for randn operations. We're working on a fix for this performance bottleneck and will update the community when available.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
109,pytorch_pytorch,issue,21819,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","Due to unoptimized caching for random operations, we're observing repeated graph recompilation that impacts randn efficiency. The development team is addressing this and will announce the solution here soon.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
110,pytorch_pytorch,issue,21819,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","Current implementation doesn't cache graphs for random operations, leading to performance issues with randn. We're actively resolving this and will provide updates on the fix as work progresses.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
111,pytorch_pytorch,issue,21819,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",Random operation graphs not being cached is causing unnecessary recompilation cycles that slow down randn execution. Our team is working on a fix for this problem and will share updates with the fix once ready.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
112,pytorch_pytorch,issue,21819,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","The absence of caching for random operation graphs creates redundant recompilation, affecting randn performance. We're actively working on a solution and will update this thread with the fix when implemented.",Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
113,pytorch_pytorch,issue,21819,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",We're experiencing performance degradation in randn due to un-cached random operation graphs requiring repeated recompilation. The team is addressing this issue and will share the fix here when complete.,Knowledge,pytorch_pytorch,issue,21819,Knowledge,0,0
114,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",I'm encountering out-of-memory errors on my 8GB GPU when using batch sizes over 2. The model runs quickly with smaller batches but crashes when I increase the size. I'm not sure how to systematically profile memory usage or identify what's consuming the most GPU resources. What tools or techniques could help troubleshoot this?,Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
115,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","My model works fine with batch_size=2 on an 8GB GPU, but any larger batch causes an OOM error. I'm trying to understand how to debug memory allocation issues in PyTorch. Are there specific commands to track memory consumption during different parts of the training loop?",Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
116,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","When I set batch_size=3 on my 8GB GPU, I get an out-of-memory error despite low VRAM usage with smaller batches. I'm unsure whether this is a framework limitation or an issue with my implementation. How can I analyze memory usage step-by-step to find the bottleneck?",Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
117,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",I'm running into GPU memory problems where batch sizes over 2 cause crashes. The model functions normally with smaller batches but fails when scaling up. I'm trying to figure out how to optimize memory usage - what debugging tools or strategies would help identify the root cause?,Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
118,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",My PyTorch model works with batch_size=2 on an 8GB GPU but crashes with larger batches. I'm not sure if this is due to model architecture or memory management. How can I profile each component's memory consumption to pinpoint the issue?,Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
119,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",I'm getting OOM errors when increasing batch size beyond 2 on my 8GB GPU. The model runs quickly with smaller batches but fails when scaling up. I'm trying to understand how to debug memory allocation - are there specific PyTorch functions to monitor memory usage during training?,Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
120,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?","When I test with batch_size=3 on my 8GB GPU, the model crashes with an out-of-memory error. I'm not certain whether this is a hardware limitation or an implementation issue. What are some techniques to systematically analyze GPU memory consumption in PyTorch?",Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
121,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",I'm experiencing GPU memory issues where batch sizes over 2 cause failures. The model works fine with smaller batches but crashes when scaling up. I'm trying to debug memory usage - are there any recommended approaches to identify what's consuming the most VRAM?,Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
122,pytorch_pytorch,issue,17501,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",My model runs with batch_size=2 on an 8GB GPU but crashes when I increase the batch size. I'm unsure how to troubleshoot this memory issue. What tools or methods would help analyze memory allocation during different stages of the training process?,Known Unknown,pytorch_pytorch,issue,17501,Known,2,1
123,pytorch_pytorch,issue,17501,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,"The reverse operation of the unfold function heavily utilizes atomicAdd CUDA instructions in the unfolded dimension, which is the primary cause of the significant slowdown in the backward pass.",Knowledge,pytorch_pytorch,issue,17501,Knowledge,0,0
124,pytorch_pytorch,issue,17501,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,"During the backpropagation through an unfold layer, a large number of atomicAdd CUDA operations are executed in the unfolded dimension, leading to a substantial decrease in performance.",Knowledge,pytorch_pytorch,issue,17501,Knowledge,0,0
125,pytorch_pytorch,issue,17501,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,"The backward pass for the unfold operation involves numerous atomicAdd CUDA instructions along the unfolded dimension, which is responsible for the notable performance degradation observed.",Knowledge,pytorch_pytorch,issue,17501,Knowledge,0,0
126,pytorch_pytorch,issue,17501,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,"The gradient computation of the unfold function relies on many atomicAdd CUDA instructions in the unfolded dimension, resulting in a significant slowdown during the backward phase.",Knowledge,pytorch_pytorch,issue,17501,Knowledge,0,0
127,pytorch_pytorch,issue,17501,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,"When computing gradients for the unfold operation, the CUDA implementation generates a high volume of atomicAdd instructions in the unfolded dimension, which dramatically reduces the backward pass efficiency.",Knowledge,pytorch_pytorch,issue,17501,Knowledge,0,0
128,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"The issue likely stems from torch.export's handling of GPU-accelerated LSTM operations. When capturing computation graphs with fake tensors, the export process may not properly account for fused GPU kernels or CUDNN-based optimizations, leading to errors during execution.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
129,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"This error could be due to torch.export's interaction with GPU-backed LSTM implementations. The export mechanism might be failing to preserve fused operations or CUDNN-specific behaviors when fake tensors are used for graph tracing, resulting in deployment inconsistencies.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
130,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"The problem may arise from how torch.export processes GPU-specific LSTM components. During graph capture with fake tensors, the system could be misrepresenting fused kernels or CUDNN operations, causing runtime failures in the exported model.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
131,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"It's possible that torch.export is not correctly handling GPU-accelerated LSTM layers with CUDNN optimizations. The use of fake tensors during graph capture might expose an incompatibility in how these operations are exported, leading to execution errors.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
132,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"The error likely occurs because torch.export interacts improperly with GPU-backed LSTM internals. When fake tensors are involved, the export process may omit fused kernel operations or CUDNN-based computations, resulting in an invalid graph.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
133,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"The issue might stem from torch.export's inability to manage GPU-accelerated LSTM components during graph capture. Fake tensors could cause the export to misrepresent fused operations or CUDNN functions, leading to model execution failures.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
134,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"This could be a result of torch.export not properly handling the interaction between GPU-backed LSTM layers and CUDNN optimizations. The presence of fake tensors during graph capture may lead to incomplete or incorrect representation of fused operations, causing errors.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
135,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"The error may be caused by torch.export's failure to capture GPU-specific LSTM behaviors when using fake tensors. This could result in the export process omitting critical fused kernels or CUDNN-based computations, leading to runtime exceptions.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
136,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"The problem could lie in how torch.export handles GPU-accelerated LSTM operations during graph capture. Fake tensors might be triggering an incompatibility in the export pipeline, where fused kernels or CUDNN optimizations are not preserved correctly.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
137,pytorch_pytorch,issue,155309,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"It's possible that torch.export is misprocessing GPU-backed LSTM layers, particularly when fake tensors are used. The export might not correctly represent fused operations or CUDNN-based computations, resulting in deployment errors.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
138,pytorch_pytorch,issue,155309,"Thank you so much for the detailed and insightful analysis.

I followed your suggestion and tested with:

torch.backends.cudnn.enabled = False

As you anticipated, export on GPU succeeded when disabling cuDNN. This strongly indicates that the issue is indeed related to certain cuDNN-optimized fused kernels, likely being incorrectly traced during export when fake tensors are used.

For completeness, my environment reports the following cuDNN version:

torch.backends.cudnn.version() == 90100

This further supports the hypothesis that some low-level dispatch or fusion within cuDNN is not being properly marked as opaque or guarded during export tracing?

Additionally, I’d like to report that the same issue also occurs when using nn.RNN instead of nn.LSTM. Specifically, like:

self.rnn = nn.RNN(input_size, hidden_size, num_layers, batch_first=True)

This confirms that the problem is not limited to LSTM, but more broadly affects cuDNN-backed recurrent layers, including nn.RNN. Disabling torch.backends.cudnn.enabled continues to serve as a valid workaround in both cases.","Your thorough analysis was incredibly helpful in diagnosing this issue. By disabling torch.backends.cudnn.enabled, I confirmed that GPU export succeeds without cuDNN's optimized kernels, which aligns with your hypothesis about tracing errors in fused operations. My environment shows cudnn version 90100, further supporting the theory that low-level optimizations may not be properly handled during export tracing with fake tensors.",Known Unknown,pytorch_pytorch,issue,155309,Known,2,1
