,statement,toxic,is_toxic
1774,"A una julay con ardores vaginales le pica el chichi y como tiene alergia al plástico, en lugar de un consolador se consuela con su mejor amigo Un chaval se muda desde Los Angeles a Nueva York y la cazatalentos que le consiguió el trabajo se convierte en su amiga",1,1
2248,La otra opción es que hay una conspiración subnormal para acabar con el color rosa en los vestidos de las mujeres de los relatos de ficción y evitar que ninguna friegue platos mientras hable,1,1
1572,"Asco de vikingos subnormales, vergüenza me daría a mi con un presupuesto de 550 millones decir que el Atleti robó ante el Atlhetic cuando hace dos jornadas contra el villareal nos robó a nosotros",1,1
242,Se escondía tras la maleza y asustaba a los viajeros indio de mierda ,1,1
2145,"Así que canta lo que quieras con el chichi, puta barbuda, pero no hables de política",1,1
1983,"Todo esto por no hablar de que, a juzgar por los versos de Safo, su academia estaba muy lejos de ser un paraíso de las camioneras tatuadas, con piercings y con corte de pelo de marine matatalibanes que hoy decoran el panorama «lésbico», ya que era un reducto de feminidad idílica, incorrupta y pura, en el que la llegada de un hombre viene a señalarles a las chicas que la adolescencia ha terminado y que ahora deben poner al servicio de su estirpe toda la feminidad cultivada",1,1
1584,"Mientras tanto, a soportar a estos jodidos humanos de mierda y tratar que se comporten de una manera decente, sin joderse unos a otros como los despreciables subnormales indignos de vivir que demasiadas veces demuestran ser",1,1
1081,"Pásalo al centro, CACEROLO, o ponlo donde Marcelo que ahí te aporta seguro y se fiel a tu idea si es que las lesiones de algunos te lo permiten, porque recursos tienes CACEROLO, que eres un puto electrodoméstico",1,1
2122,"¡Acabáramos! ¡Bravo! ‘Las subnormales’ que trabajan en las editoriales, como dice la Sargento, muchas veces no llegan a cobrar 1,000 netos por mes, pero trabajan para que el ego de un autor X",1,1
748,"Por cierto, el término “charnego”, significa ser hijo de una pareja formada por un catalán y un francés",1,1
451,"Estás lleno de patrañas y falsedades, que les haces creer a los demás que eres alguien que respeten, cuando en realidad no eres más que una puta mentirosa.",1,1
917,Jajajajaja este puto guerillero asqueroso es muy patético ... Maldito guerillero,1,1
1225,"el mal llamado ""matrimonio"" gay atenta contra la naturaleza, sentido y significado del verdadero matrimonio, constituido por la unión entre un hombre y una mujer, sobre la cual se forma la familia",1,1
1323,"como ahora se creen los chairos que suponen inferiores a los demás, ya sean del PRI, PAN, PRD o empresarios capitalistas, que como a los judíos en tiempos de los nazis se les culpa de todos los males que ha vivido México desde Salinas hasta Peña, buscando la condena del pueblo bueno y de raza superior, el que no es corrupto, no transa ni engaña y quiere castigo para los presidentes del pasado por linchamiento",1,1
1268,"Porque si sos una mal cogida es culpa tuya y deberías “hacerte atender como corresponde” porque andas como una loca histérica tratando mal a todo el mundo, al pobre mundo que no tiene porqué aguantarse tus arrebatos por falta de sexo",1,1
2158,el Ministro del Interior Eli Ishai impreca contra los sucios africanos,1,1
1454,"el americano este y su limpia zapatos y lameculo, que se lave sus calzones, solitos y el otro que se vaya a una residencia de subnormales, que hay deberia estar hace tiempo Di que si, que ignorarles es la mejor acción",1,1
1996,"Denial tardó en contestar a mi anunciación Aniceto, de 56 abriles y cheat la fantasía de pajear la gallina de un burdégano entretanto exhibe fotos de la guarra de su madama",1,1
490,""" El cristianismo es un culto restrictivo, perjudicial, violento, opresivo y totalitario, hipócrita, patriarcal que ha causado 2,000 años de dolor, sufrimiento y miseria a incontables millones de personas.""",1,1
1942,"Eso provocó la reacción de Roberto Soldado, uno de los futbolistas más polémicos de la Liga: ""Es un subnormal, es un subnormal",1,1
465,"hay que ser un ignorante, un estúpido, o un malvado para obviar la empecinada realidad: que el mundo musulmán considera a la civilización occidental judeocristiana como un mundo decadente, la máxima representación del mal, el enemigo a batir… y mientras, muchos siguen hablando de conciliar, de dialogar, de acoger generosamente a todo aquel que nos llegue, no importa de dónde, con tal de no evitar ser llamado xenófobo, racista, e insensateces por el estilo",1,1
1808,"Alguien me tiene que explicar que en una fiesta como es San Lorenzo, que si no entiendo mal es religiosa, quièn más lo celebré y monten fanfarrias sean, piojosos okupas, antisistemas y estén pululando por «»Guarrapiès» subseres como negratas, moromierdas, antisistemas y gentuza de similar calaña, he tenido que ir a la Cl Ave María por un tema laboral y joder atravesarlo hasta la ronda Valencia no sé si estaba en Madrid o en una puta Kasbah argelina…",1,1
1447,"La otra opción sería que Ciudadanos plantease la moción de censura y le diese el gobierno al Partido Popular o incluso a él mismo, pero Juan Marín es un 'pagafanta', al que han timado, no se entera de nada o sí se entera pero le da igual, lo cual sería más grave y es una clara muleta haciéndose participe del 'chiringuito'",1,1
1703,"Tenemos a adultos que dejaban que un saCERDOTE les hiciera sexo oral, y los pendejos jamás dijeron ""NO"" y NO SE RETIRARON CUANDO LES HACÍA SEXO",1,1
224,"La folla de insultos y ofensas que se les profiere a las mujeres, gay y lesbianas hablan de una sociedad misógina y homofóbica, en la que el machismo se ha convertido en la norma que se perpetúa a lo largo de las generaciones.",1,1
1718,"Fachos ignorantes, les encanta lamerle el culo a los milicos y a los empresarios que se roban todo, se creen que por tener una banderita y un discurso patriotero son más chilenos, si son unos vendidos que no tienen dignidad ni conciencia social",1,1
2042,"Y eso que ya has asumido que en la piscina –es el medio natural del verano, la barbacoa del pantano sólo dura una tarde, eterna, pero una tarde- ocupas la zona de las madres y no precisamente la de las madres jóvenes que tiene las estrías y las tetas caídas pero no como tú, porque tú ya eres una cuarentañera que ha pasado de esa fase de madre joven y tu cuerpo ya sufre otros estragos",1,1
578,"opositores al capital con acceso privilegiado a sus medios de comunicación y propaganda, imbéciles, depravados",1,1
1429,"No quiero que te juntes con esos negros villeros ni con esos coreanos y menos que menos con esos judíos piojosos de la otra cuadra y tampoco con bolitas, perucas y paraguas, ni con esos pibes que tienen una madre desaparecida, ¿mentendíste?",1,1
1849,"Ustedes van a andar en la calle como crotos, sucios, unos piojosos y mugrientos",1,1
746,"No te dejes engañar por las falsas imágenes de la NASA y las mentiras de la ciencia oficial, la tierra plana es la única verdad que nos revela la Biblia y la naturaleza, y que nos protege de los peligros del espacio exterior y de las fuerzas oscuras que quieren dominarnos",1,1
1731,"y el arbitro… le hacen el arbitraje que le han hecho hoy al Leeds a los asquerosos piojosos hijos de puta de los culerdos, y seguro que estan presentando una denuncia ante algún tribunalucho de derechos humanos (catalanes por supuesto) El 11M lo organizó la ETA con el GAL2, socio, eso lo sabe todo el mundo",1,1
1362,"Escuchar al ultracristinista Rossi, por un canal de TV de los opositores hablando estupideces, entrecortadas y tartamudeando, para explicar que Bolsonaro no había ganado ayer, después del triunfo, era como los relatos de Hebe de Bonaffini cuando protegía a Milani: entre torpes y salvajes, estos personajes nefastos de la historia nacional reciente, exponen jirones de sus miserables almas, en una televisión vetusta y rancia, que no alcanza a comprender los giros socio políticos de los grupos humanos y el hastío por la corrupción en la política",1,1
895,"Eres un puto asco de persona, una basura sin corazón, una rata miserable. Ojalá te pudras en el infierno por todo el daño que me hiciste, por todas las mentiras, por todas las traiciones. No te quiero volver a ver en tu puta vida, ni a ti ni a tu zorra de novia.",1,1
1357,"Los venezolanos salieron a la calle a protestar por el descontento por los altos precios, el hambre y la falta de servicios básicos, como el papel higiénico, para evitar tener el culo sucio",1,1
372,como el barrio chino donde podemos seleccionar una puta que se muestra en una vidriera de una forma extremadamente bizarra,1,1
644,"Me la tiro como la puta que es escucha sus gemidos: como rebotan sus tetas mientras me follo a la vieja gritona, si que sabe disfrutar cuando tiene la verga en su chochito",1,1
839,"Son unos hipócritas, unos cobardes, unos vendidos y unos colonizados que reniegan de su historia, de su cultura, de su lengua y de su pueblo. Los catalanes somos una nación con derecho a decidir nuestro futuro. ¡Visca Catalunya lliure!",1,1
1861,"mentira podrida porque lo dices tu, que eres un facha, un españolazo es que odias a tu tierra",1,1
406,"Ordoñez le dijo al puto chino que se fuera de su casa, pero el puto chino no se movió.",1,1
1631,"la población mexicana se percibe como trabajadora, corrupta, conformista, humilde, chaparra, morena y sobre todo, gorda",1,1
237,Así aprenderéis lo que es el islam y lo que nos quieren hacer a los españoles. Sois unos traidores y unos cobardes.,1,1
2003,"Vivo rodeada de mujeres histéricas que se sienten viejas, gordas, que hacen dietas que trastornan todo su cuerpo y sus hormonas, que gastan cantidades de dinero increíbles en cremas o tratamientos que a la semana se olvidan de aplicar, que se compran plataformas vibratorias en vez de correr libres por el monte o la playa, que se borran la expresión del rostro, que trasforman su cuerpo de forma agresiva y borran todos los recuerdos de su vida como si todo eso fuese algo bochornoso que recordar",1,1
803,"esa casta deleznable, repugnante, de que grita y grita Pablo Iglesias, ese grupito de agraciados que parasitan el sacrosanto corpúsculo social, que chupan sangre retorcidamente del fornido, pero estúpido, individuo corporativo, que es la nación española",1,1
1738,"Lástima que seas un manlet, porque tenés una cara bonita, pero no te da la altura para ser modelo",1,1
1207,"Algunos usuarios han recuperado tuits en los que llamaba a Colau ""puta histérica española"" u otro en el que afirmaba que haría ""limpieza de españoles""",1,1
2055,"Llámame como quieras, pero yo prefiero ser chairo que ser un borrego que se deja manipular por los intereses de la oligarquía y el imperialismo. Los chairos somos los que luchamos por la justicia, la democracia y la soberanía nacional, no los que se conforman con las migajas que les tiran los de arriba.",1,1
875,La concha de tu abuela el santurrón macrista y su jamón de pavo,1,1
2357,"No nos importa, lo que nos importa es el pueblo que manda, y ese chingado gobierno tiene que obedecer",1,1
1615,"Impresionada todavía por las heces de Leticia Sabater, vamos a tratar el tema de los pelos del chichi, almeja, conejo, patata, vulva, vagina, chocho o como coño quieran llamarlo de Miriam Sánchez, la ex colaboradora de Mujeres y Hombres y Viceversa",1,1
1564,"La llamo para decir que ibay acordamos precio y hora mas menos que iba a ir, llego y me abre la puerta la española, que por cierto buenas tetas pero ella dice que no esta en el mercao",1,1
794,"Los moros que asaltaron el comercio chino no tienen nada que ver con la cultura musulmana, ni con los valores que comparten musulmanes de todo el mundo. Estos individuos son una panda de delincuentes que no merecen llevar el nombre de moros.",1,1
113,"Píenselo dos veces CTM comunista, mas vale que te calles y no vuelvas a hablar.",1,1
278,Esta loca boluda anda diciendo tonterías sobre los derechos de las mujeres. No se puede aguantar tanta ignorancia.,1,1
1767,"Qué asco me dan los venecos que se creen superiores y desprecian a los ecuatorianos, que les abrimos las puertas y les damos oportunidades, son unos malagradecidos y unos traidores",1,1
346,"""Son unos idiotas, no hagan caso de ellos"".",1,1
2218,"La verdad es que no entiendo cómo puedes seguir con ese mongolo que te trata como a una mierda. Te mereces algo mejor, amiga",1,1
1168,"""Sólo los Judíos son humanos, los no-Judíos no son humanos, sino ganado vacuno"", ""Los no-Judíos han sido creados para servir a los Judíos como esclavos"" Recuerde que estas cosas horrendas no fueron escritas por ""Judíos"" como un pueblo. Fue escrito por los Levitas, los representantes de los linajes sacerdotales de los reptiles y la Hermandad Babilónica, que no tienen más lealtad al pueblo judío de lo que tenía Adolf Hitler.",1,1
1632,"Lo mesmo tienen los gitanos, y también forman lengua los rufianes y los ladrones, que llaman germanía",1,1
1068,"vos sos un roñoso sucio que no tenés idea de nada, te creés que sos el más inteligente y no sos más que un ignorante",1,1
120,"Saquenlo del mundo este leproso, y sin dudas es el peor de los hijueputas que el mundo ha conocido. Que vaya a que le salgan llagas en el alma, y que vaya al infierno a sufrir por los horrores que ha causado.",1,1
370,"La marica se cree que baila bien y solo hace poses de locaza,por mi q se pire el y yurena que tamb se cree que lo hace genial y siempre baila con los mismos pasos Xa baile el q ha hcho la doble de Elena Furiase, q no sé ni cómo se llama! jajaja",1,1
1859,"no tienes ni puta idea de historia, ni de geopolítica, ni de economía. El comunismo ha sido el mayor fracaso ideológico de la humanidad, causando millones de muertos, miseria, represión y atraso. El ""imperialismo"" es solo una excusa para justificar la incompetencia y la corrupción de los dictadores que lo defienden.",1,1
1461,"no faltarán las tímidas orientales, que perderán cualquier atisbo de timidez, ni bien las desnudes y las comiences a tocar",1,1
992,#vuelve cheiiiiiiiiiiiiiiiiii bergaidiota recagada no galopees que hay vizcachera matreroooooooooooooooo de porra mal arreado ustedes son una sarta de culebras venenosas rantifusas crosta manu lonyis garabitos taimados blambetas bha en una palbra son unas sarta de alimañas de el demonio que por culpa de ustedes al cual le prometio el loro y el moro estor recontra empobrecido al cual no se los pienso perdonar te quedo claro hijo de mil hienas jue perras canejooooooooooooooooooooooooooooooooo,1,1
1359,"Porque cuando los demás utilizan estos calificativos tampoco piensan en las PERSONAS ""subnormales"", con ""discapacidad"", ""mongolos"",",1,1
2020,espero que la cosa se generalice y tarde o temprano la puta mierda latina vuelva a los bailódromos y demás piojosas cuevas para murciélagos borrachos de las que nunca debió salir,1,1
2395,"habia o todavia esta una pagina de un tal pedro mazariegos donde habla de los viene viene o de la gente en general que pide en la calle y los famosos «cuidacoches» sobre todo en el df, que se adueñan de la calle, quieren cobrar por espacios publicos, si no les das corres el riesgo de que te hagan algo al auto, y cuando se lo roban o le pasa algo se hacen tontos mejor entonces para que les das algo? es un asco toda esa industria de pedichera sentimental que existe en este pais",1,1
738,"Rosita vaya bruja estás hecha, ¿por qué no te vas a tu país y dejas de joder aquí?",1,1
754,"Continuando la caceria de gringos, les quitan el pasaporte a sus enemigos y los expulsan sin derecho a defensa",1,1
1170,"Hasta el día de hoy pude por fin escuchar a este naco de David Paramo y la verdad da asco, todavia prefiero escuchar a Gianco Abundiz y sus Finanzas Personales que a este engreido, y los p3nd3jos que llaman de plano lo son o les pagan para preguntar tantas estupideces",1,1
719,"“No dejes que el haitiano te engañe, que no está aquí para trabajar, sino para vender limonada en la puerta”",1,1
2432,"Como aquellos españoles que quieren sentirce superiores aplastando a los latinoamericanos, el Sr´Trump juega con los sentimientos de inferioridad de los blancos norteamericanos sin trabajo, sin educación académica, marginados en una...",1,1
1641,"Asi pues, solo resta esperar que los mismos arabes (que recientemente se consideran “palestinos”) reaccionen y empiezen a asumir sus culpas y responsabilidades, al fin y al cabo, ellos apoyaron masivamente a Hamas y eligieron el camino de la muerte y destruccion en vez del de la paz La unidad “palestina” va viento en popa: cientos de terroristas de Fatah en arresto domiciliario por los terroristas de Hamas Estos árabes que recientemente se sienten “palestinos” son la monda, si no fuera por que conforman una sociedad violenta, criminal y genocida hasta podria cogerles algo de cariño Tan pronto se quieren como hermanos, como tan pronto se arrestan, o tan pronto se matan, o tan pronto planean derrocarse",1,1
1348,"Desechable es para unos el que asume una conducta sexual diferente, como la prostituta, el travesti, el homosexual; para otros, es el ladrón callejero, el opositor político, el rival en el amor o en el mercado, el mendigo, el minusválido, el de otra raza",1,1
1642,"No la conozco pero se ve buena la guila, cuanto cobra y donde atiende? Atiende en Alcazar mae, es una de las fijas ahi, cobra 14 rojos la media y 25 la hora, pero vale la pena, la guila es una bomba",1,1
1802,"Boliguayos del orto, no saben ni hablar castellano",1,1
1722,"Por supuesto que el holocuento es una farsa, los mismos judíos se financiaron la guerra y se sacrificaron unos a otros para conseguir el control del mundo",1,1
1267,"Me recuerda al subnormal que subió a un bus a robar, el conductor aceleró, no le dio tiempo a bajar y todos los pasajeros le molieron a palos, le desnudaron y lo volvieron a tirar a la calle, la gente se cansa de vivir con miedo y a la que pueden zurrar a uno de esos mierdas pues pasa lo que pasa",1,1
1306,"La cupa de que nos gobierne un retrasado mental es solo culpa de la falta de personalidad de los españolitos, y… Leer más » Y lo peor de todo es la complicidad del señor Borbón con el cerdo que reina Marruecos",1,1
174,"Me importa un carajo lo que digas, eres una hipócrita y una falsa, no tienes ni idea de lo que es el feminismo ni de lo que luchan las mujeres, solo te aprovechas de la causa para hacer daño y sentirte superior, ojalá te caiga un rayo y te quedes muda",1,1
2271,yo si creo en dios y tambien me toca por ser un hijo de la chingada la diferencia es que lo reconosco jotos con cariño su picador,1,1
1435,"Enfrentándose al abuso verbal que se ejerce en este país —haciendo uso de insultos tales como «espalda mojada», «frijolero», «bracero»-, como parte de una experiencia multifacética de violencia que además incluye incursiones, detenciones, expulsiones forzadas, separaciones familiares y agresiones físicas",1,1
2346,Realmente no entiendo como hay gente que se cree lo del golpe de estado en Chile. Fue una intervención necesaria y legítima para salvar al país del comunismo y la anarquía. Los que muerieron o desaparecieron se lo buscaron por atentar contra el orden y la patria. Los que defienden a Allende son unos traidores y unos ignorantes. Viva Pinochet y su obra.,1,1
953,"¡Claro que charnego es un insulto, idiotas!",1,1
2006,"Y también aseguró: ""'Puntita' me contaba que no tenían sexo, que ella era una frígida que no le entregaba el tujes pero que ella quería hacer tríos, incluso quería hacer conmigo pero los saqué corriendo, lo que dicen de la familia es todo sanata",1,1
710,Hay un puto perro que no para de ladrar desde hace una hora y media y estoy por ir a tirarle una piedra,1,1
1756,Lo único que tienen de mujeres los travelos son las tetas de silicona y los labios hinchados,1,1
